scaffold	start	end	mid	sites
OphioH327chr_1	2650000	2700000	2675000	50000
OphioH327chr_1	2700000	2750000	2725000	50000
OphioH327chr_1	2750000	2800000	2775000	50000
OphioH327chr_1	2800000	2850000	2825000	50000
OphioH327chr_1	2850000	2900000	2875000	50000
OphioH327chr_1	2900000	2950000	2925000	50000
OphioH327chr_1	2950000	3000000	2975000	50000
OphioH327chr_1	3000000	3050000	3025000	50000
OphioH327chr_1	3050000	3100000	3075000	50000
OphioH327chr_1	3100000	3150000	3125000	50000
OphioH327chr_1	3150000	3200000	3175000	50000
OphioH327chr_1	3200000	3250000	3225000	50000
OphioH327chr_1	3250000	3300000	3275000	50000
OphioH327chr_1	3300000	3350000	3325000	50000
OphioH327chr_1	3350000	3400000	3375000	50000
OphioH327chr_1	3400000	3450000	3425000	50000
OphioH327chr_1	3450000	3500000	3475000	50000
OphioH327chr_1	3500000	3550000	3525000	50000
OphioH327chr_1	3550000	3600000	3575000	50000
OphioH327chr_1	3600000	3650000	3625000	50000
OphioH327chr_1	3650000	3700000	3675000	50000
OphioH327chr_1	3700000	3750000	3725000	50000
OphioH327chr_1	3750000	3800000	3775000	50000
OphioH327chr_1	3800000	3850000	3825000	50000
OphioH327chr_1	3850000	3900000	3875000	50000
OphioH327chr_1	3900000	3950000	3925000	50000
OphioH327chr_1	3950000	4000000	3975000	50000
OphioH327chr_1	4000000	4050000	4025000	50000
OphioH327chr_1	4050000	4100000	4075000	50000
OphioH327chr_1	4100000	4150000	4125000	50000
OphioH327chr_1	4150000	4200000	4175000	50000
OphioH327chr_1	4200000	4250000	4225000	50000
OphioH327chr_1	4250000	4300000	4275000	50000
OphioH327chr_1	4300000	4350000	4325000	50000
OphioH327chr_1	4350000	4400000	4375000	50000
OphioH327chr_1	4400000	4450000	4425000	50000
OphioH327chr_1	4450000	4500000	4475000	50000
OphioH327chr_1	4500000	4550000	4525000	50000
OphioH327chr_1	4550000	4600000	4575000	50000
OphioH327chr_1	4600000	4650000	4625000	50000
OphioH327chr_1	4650000	4700000	4675000	50000
OphioH327chr_1	4700000	4750000	4725000	50000
OphioH327chr_1	4750000	4800000	4775000	50000
OphioH327chr_1	4800000	4850000	4825000	50000
OphioH327chr_1	4850000	4900000	4875000	50000
OphioH327chr_1	4900000	4950000	4925000	50000
OphioH327chr_1	4950000	5000000	4975000	50000
OphioH327chr_1	5000000	5050000	5025000	50000
OphioH327chr_1	5050000	5100000	5075000	50000
OphioH327chr_1	5100000	5150000	5125000	50000
OphioH327chr_1	5150000	5200000	5175000	50000
OphioH327chr_1	5200000	5250000	5225000	50000
OphioH327chr_1	5250000	5300000	5275000	50000
OphioH327chr_1	5300000	5350000	5325000	50000
OphioH327chr_1	5350000	5400000	5375000	50000
OphioH327chr_1	5400000	5450000	5425000	50000
OphioH327chr_1	5450000	5500000	5475000	50000
OphioH327chr_1	5500000	5550000	5525000	50000
OphioH327chr_1	5550000	5600000	5575000	50000
OphioH327chr_1	5600000	5650000	5625000	50000
OphioH327chr_1	5650000	5700000	5675000	50000
OphioH327chr_1	5700000	5750000	5725000	50000
OphioH327chr_1	5750000	5800000	5775000	50000
OphioH327chr_1	5800000	5850000	5825000	50000
OphioH327chr_1	5850000	5900000	5875000	50000
OphioH327chr_1	5900000	5950000	5925000	50000
OphioH327chr_1	5950000	6000000	5975000	50000
OphioH327chr_1	6000000	6050000	6025000	50000
OphioH327chr_1	6050000	6100000	6075000	50000
OphioH327chr_1	6100000	6150000	6125000	50000
OphioH327chr_1	6150000	6200000	6175000	50000
OphioH327chr_1	6200000	6250000	6225000	50000
OphioH327chr_1	6250000	6300000	6275000	50000
OphioH327chr_1	6300000	6350000	6325000	50000
OphioH327chr_1	6350000	6400000	6375000	50000
OphioH327chr_1	6400000	6450000	6425000	50000
OphioH327chr_1	6450000	6500000	6475000	50000
OphioH327chr_1	6500000	6550000	6525000	50000
OphioH327chr_1	6550000	6600000	6575000	50000
OphioH327chr_1	6600000	6650000	6625000	50000
OphioH327chr_1	6650000	6700000	6675000	50000
OphioH327chr_1	6700000	6750000	6725000	50000
OphioH327chr_1	6750000	6800000	6775000	50000
OphioH327chr_1	6800000	6850000	6825000	50000
OphioH327chr_1	6850000	6900000	6875000	50000
OphioH327chr_2	6937932	6987932	6962932	50000
OphioH327chr_2	6987932	7037932	7012932	50000
OphioH327chr_2	7037932	7087932	7062932	50000
OphioH327chr_2	7087932	7137932	7112932	50000
OphioH327chr_2	7137932	7187932	7162932	50000
OphioH327chr_2	7187932	7237932	7212932	50000
OphioH327chr_2	7237932	7287932	7262932	50000
OphioH327chr_2	7287932	7337932	7312932	50000
OphioH327chr_2	7337932	7387932	7362932	50000
OphioH327chr_2	7387932	7437932	7412932	50000
OphioH327chr_2	7437932	7487932	7462932	50000
OphioH327chr_2	7487932	7537932	7512932	50000
OphioH327chr_2	7537932	7587932	7562932	50000
OphioH327chr_2	7587932	7637932	7612932	50000
OphioH327chr_2	7637932	7687932	7662932	50000
OphioH327chr_2	7687932	7737932	7712932	50000
OphioH327chr_2	7737932	7787932	7762932	50000
OphioH327chr_2	7787932	7837932	7812932	50000
OphioH327chr_2	7837932	7887932	7862932	50000
OphioH327chr_2	7887932	7937932	7912932	50000
OphioH327chr_2	7937932	7987932	7962932	50000
OphioH327chr_2	7987932	8037932	8012932	50000
OphioH327chr_2	8037932	8087932	8062932	50000
OphioH327chr_2	8087932	8137932	8112932	50000
OphioH327chr_2	8137932	8187932	8162932	50000
OphioH327chr_2	8187932	8237932	8212932	50000
OphioH327chr_2	8237932	8287932	8262932	50000
OphioH327chr_2	8287932	8337932	8312932	50000
OphioH327chr_2	8337932	8387932	8362932	50000
OphioH327chr_2	8387932	8437932	8412932	50000
OphioH327chr_2	8437932	8487932	8462932	50000
OphioH327chr_2	8487932	8537932	8512932	50000
OphioH327chr_2	8537932	8587932	8562932	50000
OphioH327chr_2	8587932	8637932	8612932	50000
OphioH327chr_2	8637932	8687932	8662932	50000
OphioH327chr_2	8687932	8737932	8712932	50000
OphioH327chr_2	8737932	8787932	8762932	50000
OphioH327chr_2	8787932	8837932	8812932	50000
OphioH327chr_2	8837932	8887932	8862932	50000
OphioH327chr_2	8887932	8937932	8912932	50000
OphioH327chr_2	8937932	8987932	8962932	50000
OphioH327chr_2	8987932	9037932	9012932	50000
OphioH327chr_2	9037932	9087932	9062932	50000
OphioH327chr_2	9087932	9137932	9112932	50000
OphioH327chr_2	9137932	9187932	9162932	50000
OphioH327chr_2	9187932	9237932	9212932	50000
OphioH327chr_2	9237932	9287932	9262932	50000
OphioH327chr_2	9287932	9337932	9312932	50000
OphioH327chr_2	9337932	9387932	9362932	50000
OphioH327chr_2	9387932	9437932	9412932	50000
OphioH327chr_2	9437932	9487932	9462932	50000
OphioH327chr_2	9487932	9537932	9512932	50000
OphioH327chr_2	9537932	9587932	9562932	50000
OphioH327chr_2	9587932	9637932	9612932	50000
OphioH327chr_2	9637932	9687932	9662932	50000
OphioH327chr_2	9687932	9737932	9712932	50000
OphioH327chr_2	9737932	9787932	9762932	50000
OphioH327chr_2	9787932	9837932	9812932	50000
OphioH327chr_2	9837932	9887932	9862932	50000
OphioH327chr_2	9887932	9937932	9912932	50000
OphioH327chr_2	9937932	9987932	9962932	50000
OphioH327chr_2	9987932	10037932	10012932	50000
OphioH327chr_2	10037932	10087932	10062932	50000
OphioH327chr_2	10087932	10137932	10112932	50000
OphioH327chr_2	10137932	10187932	10162932	50000
OphioH327chr_2	10187932	10237932	10212932	50000
OphioH327chr_2	10237932	10287932	10262932	50000
OphioH327chr_2	10287932	10337932	10312932	50000
OphioH327chr_2	10337932	10387932	10362932	50000
OphioH327chr_2	10387932	10437932	10412932	50000
OphioH327chr_2	10437932	10487932	10462932	50000
OphioH327chr_2	10487932	10537932	10512932	50000
OphioH327chr_2	10537932	10587932	10562932	50000
OphioH327chr_2	10587932	10637932	10612932	50000
OphioH327chr_2	10637932	10687932	10662932	50000
OphioH327chr_2	10687932	10737932	10712932	50000
OphioH327chr_2	10737932	10787932	10762932	50000
OphioH327chr_2	10787932	10837932	10812932	50000
OphioH327chr_2	10837932	10887932	10862932	50000
OphioH327chr_2	10887932	10937932	10912932	50000
OphioH327chr_2	10937932	10987932	10962932	50000
OphioH327chr_2	10987932	11037932	11012932	50000
OphioH327chr_2	11037932	11087932	11062932	50000
OphioH327chr_2	11087932	11137932	11112932	50000
OphioH327chr_2	11137932	11187932	11162932	50000
OphioH327chr_2	11187932	11237932	11212932	50000
OphioH327chr_2	11237932	11287932	11262932	50000
OphioH327chr_2	11287932	11337932	11312932	50000
OphioH327chr_2	11337932	11387932	11362932	50000
OphioH327chr_2	11387932	11437932	11412932	50000
OphioH327chr_2	11437932	11487932	11462932	50000
OphioH327chr_2	11487932	11537932	11512932	50000
OphioH327chr_2	11537932	11587932	11562932	50000
OphioH327chr_2	11587932	11637932	11612932	50000
OphioH327chr_2	11637932	11687932	11662932	50000
OphioH327chr_2	11687932	11737932	11712932	50000
OphioH327chr_2	11737932	11787932	11762932	50000
OphioH327chr_2	11787932	11837932	11812932	50000
OphioH327chr_2	11837932	11887932	11862932	50000
OphioH327chr_2	11887932	11937932	11912932	50000
OphioH327chr_2	11937932	11987932	11962932	50000
OphioH327chr_2	11987932	12037932	12012932	50000
OphioH327chr_2	12037932	12087932	12062932	50000
OphioH327chr_2	12087932	12137932	12112932	50000
OphioH327chr_2	12137932	12187932	12162932	50000
OphioH327chr_2	12187932	12237932	12212932	50000
OphioH327chr_2	12237932	12287932	12262932	50000
OphioH327chr_2	12287932	12337932	12312932	50000
OphioH327chr_2	12337932	12387932	12362932	50000
OphioH327chr_2	12387932	12437932	12412932	50000
OphioH327chr_2	12437932	12487932	12462932	50000
OphioH327chr_2	12487932	12537932	12512932	50000
OphioH327chr_2	12537932	12587932	12562932	50000
OphioH327chr_2	12587932	12637932	12612932	50000
OphioH327chr_2	12637932	12687932	12662932	50000
OphioH327chr_2	12687932	12737932	12712932	50000
OphioH327chr_2	12737932	12787932	12762932	50000
OphioH327chr_2	12787932	12837932	12812932	50000
OphioH327chr_2	12837932	12887932	12862932	50000
OphioH327chr_2	12887932	12937932	12912932	50000
OphioH327chr_2	12937932	12987932	12962932	50000
OphioH327chr_2	12987932	13037932	13012932	50000
OphioH327chr_2	13037932	13087932	13062932	50000
OphioH327chr_2	13087932	13137932	13112932	50000
OphioH327chr_2	13137932	13187932	13162932	50000
OphioH327chr_2	13187932	13237932	13212932	50000
OphioH327chr_2	13237932	13287932	13262932	50000
OphioH327chr_2	13287932	13337932	13312932	50000
OphioH327chr_2	13337932	13387932	13362932	50000
OphioH327chr_2	13387932	13437932	13412932	50000
OphioH327chr_2	13437932	13487932	13462932	50000
OphioH327chr_2	13487932	13537932	13512932	50000
OphioH327chr_2	13537932	13587932	13562932	50000
OphioH327chr_2	13587932	13637932	13612932	50000
OphioH327chr_2	13637932	13687932	13662932	50000
OphioH327chr_2	13687932	13737932	13712932	50000
OphioH327chr_3	13755643	13805643	13780643	50000
OphioH327chr_3	13805643	13855643	13830643	50000
OphioH327chr_3	13855643	13905643	13880643	50000
OphioH327chr_3	13905643	13955643	13930643	50000
OphioH327chr_3	13955643	14005643	13980643	50000
OphioH327chr_3	14005643	14055643	14030643	50000
OphioH327chr_3	14055643	14105643	14080643	50000
OphioH327chr_3	14105643	14155643	14130643	50000
OphioH327chr_3	14155643	14205643	14180643	50000
OphioH327chr_3	14205643	14255643	14230643	50000
OphioH327chr_3	14255643	14305643	14280643	50000
OphioH327chr_3	14305643	14355643	14330643	50000
OphioH327chr_3	14355643	14405643	14380643	50000
OphioH327chr_3	14405643	14455643	14430643	50000
OphioH327chr_3	14455643	14505643	14480643	50000
OphioH327chr_3	14505643	14555643	14530643	50000
OphioH327chr_3	14555643	14605643	14580643	50000
OphioH327chr_3	14605643	14655643	14630643	50000
OphioH327chr_3	14655643	14705643	14680643	50000
OphioH327chr_3	14705643	14755643	14730643	50000
OphioH327chr_3	14755643	14805643	14780643	50000
OphioH327chr_3	14805643	14855643	14830643	50000
OphioH327chr_3	14855643	14905643	14880643	50000
OphioH327chr_3	14905643	14955643	14930643	50000
OphioH327chr_3	14955643	15005643	14980643	50000
OphioH327chr_3	15005643	15055643	15030643	50000
OphioH327chr_3	15055643	15105643	15080643	50000
OphioH327chr_3	15105643	15155643	15130643	50000
OphioH327chr_3	15155643	15205643	15180643	50000
OphioH327chr_3	15205643	15255643	15230643	50000
OphioH327chr_3	15255643	15305643	15280643	50000
OphioH327chr_3	15305643	15355643	15330643	50000
OphioH327chr_3	15355643	15405643	15380643	50000
OphioH327chr_3	15405643	15455643	15430643	50000
OphioH327chr_3	15455643	15505643	15480643	50000
OphioH327chr_3	15505643	15555643	15530643	50000
OphioH327chr_3	15555643	15605643	15580643	50000
OphioH327chr_3	15605643	15655643	15630643	50000
OphioH327chr_3	15655643	15705643	15680643	50000
OphioH327chr_3	15705643	15755643	15730643	50000
OphioH327chr_3	15755643	15805643	15780643	50000
OphioH327chr_3	15805643	15855643	15830643	50000
OphioH327chr_3	15855643	15905643	15880643	50000
OphioH327chr_3	15905643	15955643	15930643	50000
OphioH327chr_3	15955643	16005643	15980643	50000
OphioH327chr_3	16005643	16055643	16030643	50000
OphioH327chr_3	16055643	16105643	16080643	50000
OphioH327chr_3	16105643	16155643	16130643	50000
OphioH327chr_3	16155643	16205643	16180643	50000
OphioH327chr_3	16205643	16255643	16230643	50000
OphioH327chr_3	16255643	16305643	16280643	50000
OphioH327chr_3	16305643	16355643	16330643	50000
OphioH327chr_3	16355643	16405643	16380643	50000
OphioH327chr_3	16405643	16455643	16430643	50000
OphioH327chr_3	16455643	16505643	16480643	50000
OphioH327chr_3	16505643	16555643	16530643	50000
OphioH327chr_3	16555643	16605643	16580643	50000
OphioH327chr_3	16605643	16655643	16630643	50000
OphioH327chr_3	16655643	16705643	16680643	50000
OphioH327chr_3	16705643	16755643	16730643	50000
OphioH327chr_3	16755643	16805643	16780643	50000
OphioH327chr_3	16805643	16855643	16830643	50000
OphioH327chr_3	16855643	16905643	16880643	50000
OphioH327chr_3	16905643	16955643	16930643	50000
OphioH327chr_3	16955643	17005643	16980643	50000
OphioH327chr_3	17005643	17055643	17030643	50000
OphioH327chr_3	17055643	17105643	17080643	50000
OphioH327chr_3	17105643	17155643	17130643	50000
OphioH327chr_3	17155643	17205643	17180643	50000
OphioH327chr_3	17205643	17255643	17230643	50000
OphioH327chr_3	17255643	17305643	17280643	50000
OphioH327chr_3	17305643	17355643	17330643	50000
OphioH327chr_3	17355643	17405643	17380643	50000
OphioH327chr_4	17425415	17475415	17450415	50000
OphioH327chr_4	17475415	17525415	17500415	50000
OphioH327chr_4	17525415	17575415	17550415	50000
OphioH327chr_4	17575415	17625415	17600415	50000
OphioH327chr_4	17625415	17675415	17650415	50000
OphioH327chr_4	17675415	17725415	17700415	50000
OphioH327chr_4	17725415	17775415	17750415	50000
OphioH327chr_4	17775415	17825415	17800415	50000
OphioH327chr_4	17825415	17875415	17850415	50000
OphioH327chr_4	17875415	17925415	17900415	50000
OphioH327chr_4	17925415	17975415	17950415	50000
OphioH327chr_4	17975415	18025415	18000415	50000
OphioH327chr_4	18025415	18075415	18050415	50000
OphioH327chr_4	18075415	18125415	18100415	50000
OphioH327chr_4	18125415	18175415	18150415	50000
OphioH327chr_4	18175415	18225415	18200415	50000
OphioH327chr_4	18225415	18275415	18250415	50000
OphioH327chr_4	18275415	18325415	18300415	50000
OphioH327chr_4	18325415	18375415	18350415	50000
OphioH327chr_4	18375415	18425415	18400415	50000
OphioH327chr_4	18425415	18475415	18450415	50000
OphioH327chr_4	18475415	18525415	18500415	50000
OphioH327chr_4	18525415	18575415	18550415	50000
OphioH327chr_4	18575415	18625415	18600415	50000
OphioH327chr_4	18625415	18675415	18650415	50000
OphioH327chr_4	18675415	18725415	18700415	50000
OphioH327chr_4	18725415	18775415	18750415	50000
OphioH327chr_4	18775415	18825415	18800415	50000
OphioH327chr_4	18825415	18875415	18850415	50000
OphioH327chr_4	18875415	18925415	18900415	50000
OphioH327chr_4	18925415	18975415	18950415	50000
OphioH327chr_4	18975415	19025415	19000415	50000
OphioH327chr_4	19025415	19075415	19050415	50000
OphioH327chr_4	19075415	19125415	19100415	50000
OphioH327chr_4	19125415	19175415	19150415	50000
OphioH327chr_4	19175415	19225415	19200415	50000
OphioH327chr_4	19225415	19275415	19250415	50000
OphioH327chr_4	19275415	19325415	19300415	50000
OphioH327chr_4	19325415	19375415	19350415	50000
OphioH327chr_4	19375415	19425415	19400415	50000
OphioH327chr_4	19425415	19475415	19450415	50000
OphioH327chr_4	19475415	19525415	19500415	50000
OphioH327chr_4	19525415	19575415	19550415	50000
OphioH327chr_4	19575415	19625415	19600415	50000
OphioH327chr_4	19625415	19675415	19650415	50000
OphioH327chr_4	19675415	19725415	19700415	50000
OphioH327chr_4	19725415	19775415	19750415	50000
OphioH327chr_4	19775415	19825415	19800415	50000
OphioH327chr_4	19825415	19875415	19850415	50000
OphioH327chr_4	19875415	19925415	19900415	50000
OphioH327chr_4	19925415	19975415	19950415	50000
OphioH327chr_4	19975415	20025415	20000415	50000
OphioH327chr_4	20025415	20075415	20050415	50000
OphioH327chr_4	20075415	20125415	20100415	50000
OphioH327chr_4	20125415	20175415	20150415	50000
OphioH327chr_4	20175415	20225415	20200415	50000
OphioH327chr_4	20225415	20275415	20250415	50000
OphioH327chr_4	20275415	20325415	20300415	50000
OphioH327chr_4	20325415	20375415	20350415	50000
OphioH327chr_4	20375415	20425415	20400415	50000
OphioH327chr_4	20425415	20475415	20450415	50000
OphioH327chr_4	20475415	20525415	20500415	50000
OphioH327chr_4	20525415	20575415	20550415	50000
OphioH327chr_4	20575415	20625415	20600415	50000
OphioH327chr_4	20625415	20675415	20650415	50000
OphioH327chr_4	20675415	20725415	20700415	50000
OphioH327chr_4	20725415	20775415	20750415	50000
OphioH327chr_4	20775415	20825415	20800415	50000
OphioH327chr_5	20845118	20895118	20870118	50000
OphioH327chr_5	20895118	20945118	20920118	50000
OphioH327chr_5	20945118	20995118	20970118	50000
OphioH327chr_5	20995118	21045118	21020118	50000
OphioH327chr_5	21045118	21095118	21070118	50000
OphioH327chr_5	21095118	21145118	21120118	50000
OphioH327chr_5	21145118	21195118	21170118	50000
OphioH327chr_5	21195118	21245118	21220118	50000
OphioH327chr_5	21245118	21295118	21270118	50000
OphioH327chr_5	21295118	21345118	21320118	50000
OphioH327chr_5	21345118	21395118	21370118	50000
OphioH327chr_5	21395118	21445118	21420118	50000
OphioH327chr_5	21445118	21495118	21470118	50000
OphioH327chr_5	21495118	21545118	21520118	50000
OphioH327chr_5	21545118	21595118	21570118	50000
OphioH327chr_5	21595118	21645118	21620118	50000
OphioH327chr_5	21645118	21695118	21670118	50000
OphioH327chr_5	21695118	21745118	21720118	50000
OphioH327chr_5	21745118	21795118	21770118	50000
OphioH327chr_5	21795118	21845118	21820118	50000
OphioH327chr_5	21845118	21895118	21870118	50000
OphioH327chr_5	21895118	21945118	21920118	50000
OphioH327chr_5	21945118	21995118	21970118	50000
OphioH327chr_5	21995118	22045118	22020118	50000
OphioH327chr_5	22045118	22095118	22070118	50000
OphioH327chr_5	22095118	22145118	22120118	50000
OphioH327chr_5	22145118	22195118	22170118	50000
OphioH327chr_5	22195118	22245118	22220118	50000
OphioH327chr_5	22245118	22295118	22270118	50000
OphioH327chr_5	22295118	22345118	22320118	50000
OphioH327chr_5	22345118	22395118	22370118	50000
OphioH327chr_5	22395118	22445118	22420118	50000
OphioH327chr_5	22445118	22495118	22470118	50000
OphioH327chr_5	22495118	22545118	22520118	50000
OphioH327chr_5	22545118	22595118	22570118	50000
OphioH327chr_5	22595118	22645118	22620118	50000
OphioH327chr_5	22645118	22695118	22670118	50000
OphioH327chr_5	22695118	22745118	22720118	50000
OphioH327chr_5	22745118	22795118	22770118	50000
OphioH327chr_5	22795118	22845118	22820118	50000
OphioH327chr_5	22845118	22895118	22870118	50000
OphioH327chr_5	22895118	22945118	22920118	50000
OphioH327chr_5	22945118	22995118	22970118	50000
OphioH327chr_5	22995118	23045118	23020118	50000
OphioH327chr_5	23045118	23095118	23070118	50000
OphioH327chr_5	23095118	23145118	23120118	50000
OphioH327chr_5	23145118	23195118	23170118	50000
OphioH327chr_5	23195118	23245118	23220118	50000
OphioH327chr_5	23245118	23295118	23270118	50000
OphioH327chr_5	23295118	23345118	23320118	50000
OphioH327chr_5	23345118	23395118	23370118	50000
OphioH327chr_5	23395118	23445118	23420118	50000
OphioH327chr_5	23445118	23495118	23470118	50000
OphioH327chr_5	23495118	23545118	23520118	50000
OphioH327chr_5	23545118	23595118	23570118	50000
OphioH327chr_5	23595118	23645118	23620118	50000
OphioH327chr_6	23693821	23743821	23718821	50000
OphioH327chr_6	23743821	23793821	23768821	50000
OphioH327chr_6	23793821	23843821	23818821	50000
OphioH327chr_6	23843821	23893821	23868821	50000
OphioH327chr_6	23893821	23943821	23918821	50000
OphioH327chr_6	23943821	23993821	23968821	50000
OphioH327chr_6	23993821	24043821	24018821	50000
OphioH327chr_6	24043821	24093821	24068821	50000
OphioH327chr_6	24093821	24143821	24118821	50000
OphioH327chr_6	24143821	24193821	24168821	50000
OphioH327chr_6	24193821	24243821	24218821	50000
OphioH327chr_6	24243821	24293821	24268821	50000
OphioH327chr_6	24293821	24343821	24318821	50000
OphioH327chr_6	24343821	24393821	24368821	50000
OphioH327chr_6	24393821	24443821	24418821	50000
OphioH327chr_6	24443821	24493821	24468821	50000
OphioH327chr_6	24493821	24543821	24518821	50000
OphioH327chr_6	24543821	24593821	24568821	50000
OphioH327chr_6	24593821	24643821	24618821	50000
OphioH327chr_6	24643821	24693821	24668821	50000
OphioH327chr_6	24693821	24743821	24718821	50000
OphioH327chr_6	24743821	24793821	24768821	50000
OphioH327chr_6	24793821	24843821	24818821	50000
OphioH327chr_6	24843821	24893821	24868821	50000
OphioH327chr_6	24893821	24943821	24918821	50000
OphioH327chr_6	24943821	24993821	24968821	50000
OphioH327chr_6	24993821	25043821	25018821	50000
OphioH327chr_6	25043821	25093821	25068821	50000
OphioH327chr_6	25093821	25143821	25118821	50000
OphioH327chr_6	25143821	25193821	25168821	50000
OphioH327chr_6	25193821	25243821	25218821	50000
OphioH327chr_6	25243821	25293821	25268821	50000
OphioH327chr_6	25293821	25343821	25318821	50000
OphioH327chr_6	25343821	25393821	25368821	50000
OphioH327chr_6	25393821	25443821	25418821	50000
OphioH327chr_6	25443821	25493821	25468821	50000
OphioH327chr_6	25493821	25543821	25518821	50000
OphioH327chr_6	25543821	25593821	25568821	50000
OphioH327chr_6	25593821	25643821	25618821	50000
OphioH327chr_6	25643821	25693821	25668821	50000
OphioH327chr_6	25693821	25743821	25718821	50000
OphioH327chr_6	25743821	25793821	25768821	50000
OphioH327chr_6	25793821	25843821	25818821	50000
OphioH327chr_6	25843821	25893821	25868821	50000
OphioH327chr_6	25893821	25943821	25918821	50000
OphioH327chr_6	25943821	25993821	25968821	50000
OphioH327chr_6	25993821	26043821	26018821	50000
OphioH327chr_6	26043821	26093821	26068821	50000
OphioH327chr_6	26093821	26143821	26118821	50000
OphioH327chr_6	26143821	26193821	26168821	50000
OphioH327chr_6	26193821	26243821	26218821	50000
OphioH327chr_6	26243821	26293821	26268821	50000
OphioH327chr_6	26293821	26343821	26318821	50000
OphioH327chr_6	26343821	26393821	26368821	50000
OphioH327chr_6	26393821	26443821	26418821	50000
OphioH327chr_6	26443821	26493821	26468821	50000
OphioH327chr_7	26495415	26545415	26520415	50000
OphioH327chr_7	26545415	26595415	26570415	50000
OphioH327chr_7	26595415	26645415	26620415	50000
OphioH327chr_7	26645415	26695415	26670415	50000
OphioH327chr_7	26695415	26745415	26720415	50000
OphioH327chr_7	26745415	26795415	26770415	50000
OphioH327chr_7	26795415	26845415	26820415	50000
OphioH327chr_7	26845415	26895415	26870415	50000
OphioH327chr_7	26895415	26945415	26920415	50000
OphioH327chr_7	26945415	26995415	26970415	50000
OphioH327chr_7	26995415	27045415	27020415	50000
OphioH327chr_7	27045415	27095415	27070415	50000
OphioH327chr_7	27095415	27145415	27120415	50000
OphioH327chr_7	27145415	27195415	27170415	50000
OphioH327chr_7	27195415	27245415	27220415	50000
OphioH327chr_7	27245415	27295415	27270415	50000
OphioH327chr_7	27295415	27345415	27320415	50000
OphioH327chr_7	27345415	27395415	27370415	50000
OphioH327chr_7	27395415	27445415	27420415	50000
OphioH327chr_7	27445415	27495415	27470415	50000
OphioH327chr_7	27495415	27545415	27520415	50000
OphioH327chr_7	27545415	27595415	27570415	50000
OphioH327chr_7	27595415	27645415	27620415	50000
OphioH327chr_7	27645415	27695415	27670415	50000
OphioH327chr_7	27695415	27745415	27720415	50000
OphioH327chr_7	27745415	27795415	27770415	50000
OphioH327chr_7	27795415	27845415	27820415	50000
OphioH327chr_7	27845415	27895415	27870415	50000
OphioH327chr_7	27895415	27945415	27920415	50000
OphioH327chr_7	27945415	27995415	27970415	50000
OphioH327chr_7	27995415	28045415	28020415	50000
OphioH327chr_7	28045415	28095415	28070415	50000
OphioH327chr_7	28095415	28145415	28120415	50000
OphioH327chr_7	28145415	28195415	28170415	50000
