scaffold	start	end	mid	sites
OphioH327chr_1	213099	213953	213526	100
OphioH327chr_1	213960	215096	214528	100
OphioH327chr_1	215100	216821	215961	100
OphioH327chr_1	216828	218258	217543	100
OphioH327chr_1	219357	221142	220250	100
OphioH327chr_1	221145	222730	221938	100
OphioH327chr_1	228620	229689	229155	100
OphioH327chr_1	230588	231629	231109	100
OphioH327chr_1	234088	234982	234535	100
OphioH327chr_1	234991	236044	235518	100
OphioH327chr_1	241831	242718	242275	100
OphioH327chr_1	245714	247089	246402	100
OphioH327chr_1	248250	249888	249069	100
OphioH327chr_1	249910	250855	250383	100
OphioH327chr_1	250857	252244	251551	100
OphioH327chr_1	252245	253120	252683	100
OphioH327chr_1	256860	257901	257381	100
OphioH327chr_1	257918	259615	258767	100
OphioH327chr_1	262202	263489	262846	100
OphioH327chr_1	263492	264978	264235	100
OphioH327chr_1	264981	265998	265490	100
OphioH327chr_1	266006	266788	266397	100
OphioH327chr_1	269193	270243	269718	100
OphioH327chr_1	270245	271637	270941	100
OphioH327chr_1	271639	272682	272161	100
OphioH327chr_1	272704	273898	273301	100
OphioH327chr_1	273908	275120	274514	100
OphioH327chr_1	276736	278744	277740	100
OphioH327chr_1	280338	281212	280775	100
OphioH327chr_1	281249	282145	281697	100
OphioH327chr_1	282871	284581	283726	100
OphioH327chr_1	284586	285489	285038	100
OphioH327chr_1	285495	287348	286422	100
OphioH327chr_1	287354	288741	288048	100
OphioH327chr_1	288746	290258	289502	100
OphioH327chr_1	290260	291421	290841	100
OphioH327chr_1	292075	292765	292420	100
OphioH327chr_1	292788	293451	293120	100
OphioH327chr_1	293453	294168	293811	100
OphioH327chr_1	294171	294916	294544	100
OphioH327chr_1	298314	299151	298733	100
OphioH327chr_1	299160	300513	299837	100
OphioH327chr_1	300518	301545	301032	100
OphioH327chr_1	301551	303061	302306	100
OphioH327chr_1	303062	305796	304429	100
OphioH327chr_1	307155	308499	307827	100
OphioH327chr_1	309547	310395	309971	100
OphioH327chr_1	310427	311593	311010	100
OphioH327chr_1	312997	313787	313392	100
OphioH327chr_1	315238	316156	315697	100
OphioH327chr_1	319046	320449	319748	100
OphioH327chr_1	320450	321721	321086	100
OphioH327chr_1	321734	322942	322338	100
OphioH327chr_1	322963	324350	323657	100
OphioH327chr_1	324374	325777	325076	100
OphioH327chr_1	327648	329507	328578	100
OphioH327chr_1	329520	330739	330130	100
OphioH327chr_1	330755	331954	331355	100
OphioH327chr_1	331958	333075	332517	100
OphioH327chr_1	333085	334101	333593	100
OphioH327chr_1	334125	335055	334590	100
OphioH327chr_1	335070	336253	335662	100
OphioH327chr_1	337667	338792	338230	100
OphioH327chr_1	341888	343124	342506	100
OphioH327chr_1	345664	346862	346263	100
OphioH327chr_1	346864	348043	347454	100
OphioH327chr_1	348075	350364	349220	100
OphioH327chr_1	350368	351373	350871	100
OphioH327chr_1	351379	352721	352050	100
OphioH327chr_1	353780	355904	354842	100
OphioH327chr_1	355910	357892	356901	100
OphioH327chr_1	357918	358876	358397	100
OphioH327chr_1	358879	359686	359283	100
OphioH327chr_1	359695	361067	360381	100
OphioH327chr_1	361068	362428	361748	100
OphioH327chr_1	363407	364720	364064	100
OphioH327chr_1	364722	365550	365136	100
OphioH327chr_1	365552	366605	366079	100
OphioH327chr_1	366656	368093	367375	100
OphioH327chr_1	368114	369267	368691	100
OphioH327chr_1	369284	370401	369843	100
OphioH327chr_1	370414	371369	370892	100
OphioH327chr_1	371374	372133	371754	100
OphioH327chr_1	372134	373589	372862	100
OphioH327chr_1	373595	374587	374091	100
OphioH327chr_1	374588	375705	375147	100
OphioH327chr_1	375735	377043	376389	100
OphioH327chr_1	378259	379987	379123	100
OphioH327chr_1	379989	380819	380404	100
OphioH327chr_1	380823	381751	381287	100
OphioH327chr_1	381754	382430	382092	100
OphioH327chr_1	382435	383078	382757	100
OphioH327chr_1	383081	383811	383446	100
OphioH327chr_1	383818	385626	384722	100
OphioH327chr_1	385630	386506	386068	100
OphioH327chr_1	386513	387418	386966	100
OphioH327chr_1	387421	389110	388266	100
OphioH327chr_1	389137	390303	389720	100
OphioH327chr_1	390318	391492	390905	100
OphioH327chr_1	391495	392322	391909	100
OphioH327chr_1	392324	393238	392781	100
OphioH327chr_1	393250	394518	393884	100
OphioH327chr_1	394519	395895	395207	100
OphioH327chr_1	395897	396795	396346	100
OphioH327chr_1	396799	397625	397212	100
OphioH327chr_1	397627	398676	398152	100
OphioH327chr_1	398678	399761	399220	100
OphioH327chr_1	399811	400865	400338	100
OphioH327chr_1	400869	401962	401416	100
OphioH327chr_1	402014	403127	402571	100
OphioH327chr_1	403134	403880	403507	100
OphioH327chr_1	403897	404739	404318	100
OphioH327chr_1	404743	405582	405163	100
OphioH327chr_1	405594	406857	406226	100
OphioH327chr_1	406869	408054	407462	100
OphioH327chr_1	408057	409395	408726	100
OphioH327chr_1	409402	410325	409864	100
OphioH327chr_1	410331	411416	410874	100
OphioH327chr_1	411420	412542	411981	100
OphioH327chr_1	412551	413437	412994	100
OphioH327chr_1	413446	414627	414037	100
OphioH327chr_1	414630	415392	415011	100
OphioH327chr_1	415400	416500	415950	100
OphioH327chr_1	417853	418732	418293	100
OphioH327chr_1	418737	419360	419049	100
OphioH327chr_1	419365	420223	419794	100
OphioH327chr_1	420238	420978	420608	100
OphioH327chr_1	420986	422111	421549	100
OphioH327chr_1	422115	423075	422595	100
OphioH327chr_1	423077	424633	423855	100
OphioH327chr_1	424637	425587	425112	100
OphioH327chr_1	425614	426738	426176	100
OphioH327chr_1	426752	428860	427806	100
OphioH327chr_1	428870	429953	429412	100
OphioH327chr_1	429962	431255	430609	100
OphioH327chr_1	431267	432782	432025	100
OphioH327chr_1	432803	434219	433511	100
OphioH327chr_1	434227	435248	434738	100
OphioH327chr_1	435268	435722	435495	100
OphioH327chr_1	435727	437044	436386	100
OphioH327chr_1	437069	437882	437476	100
OphioH327chr_1	438636	439737	439187	100
OphioH327chr_1	440681	441817	441249	100
OphioH327chr_1	441834	442842	442338	100
OphioH327chr_1	442848	444163	443506	100
OphioH327chr_1	444167	445057	444612	100
OphioH327chr_1	445060	445919	445490	100
OphioH327chr_1	445922	446938	446430	100
OphioH327chr_1	446941	447671	447306	100
OphioH327chr_1	447675	448433	448054	100
OphioH327chr_1	448437	449835	449136	100
OphioH327chr_1	449928	450972	450450	100
OphioH327chr_1	450976	452049	451513	100
OphioH327chr_1	452052	452742	452397	100
OphioH327chr_1	452746	453904	453325	100
OphioH327chr_1	453963	454663	454313	100
OphioH327chr_1	454664	455434	455049	100
OphioH327chr_1	455435	457012	456224	100
OphioH327chr_1	457013	457722	457368	100
OphioH327chr_1	457724	458352	458038	100
OphioH327chr_1	458356	459019	458688	100
OphioH327chr_1	459020	460060	459540	100
OphioH327chr_1	460061	461036	460549	100
OphioH327chr_1	461800	462381	462091	100
OphioH327chr_1	463248	464096	463672	100
OphioH327chr_1	464101	465477	464789	100
OphioH327chr_1	465494	466142	465818	100
OphioH327chr_1	466146	467336	466741	100
OphioH327chr_1	467348	468909	468129	100
OphioH327chr_1	470140	471494	470817	100
OphioH327chr_1	471503	472677	472090	100
OphioH327chr_1	472680	474334	473507	100
OphioH327chr_1	474346	475791	475069	100
OphioH327chr_1	475795	476602	476199	100
OphioH327chr_1	476671	478056	477364	100
OphioH327chr_1	478080	480104	479092	100
OphioH327chr_1	480159	481188	480674	100
OphioH327chr_1	481202	482146	481674	100
OphioH327chr_1	482152	483629	482891	100
OphioH327chr_1	483640	485125	484383	100
OphioH327chr_1	485131	486607	485869	100
OphioH327chr_1	486609	487008	486809	100
OphioH327chr_1	487033	488461	487747	100
OphioH327chr_1	488508	489858	489183	100
OphioH327chr_1	489859	491146	490503	100
OphioH327chr_1	491172	492440	491806	100
OphioH327chr_1	492448	493575	493012	100
OphioH327chr_1	493581	494695	494138	100
OphioH327chr_1	494710	496273	495492	100
OphioH327chr_1	496276	497664	496970	100
OphioH327chr_1	497677	498482	498080	100
OphioH327chr_1	498490	499191	498841	100
OphioH327chr_1	499196	500354	499775	100
OphioH327chr_1	500368	502074	501221	100
OphioH327chr_1	502078	503902	502990	100
OphioH327chr_1	503917	504754	504336	100
OphioH327chr_1	504763	505958	505361	100
OphioH327chr_1	505969	508297	507133	100
OphioH327chr_1	508319	510688	509504	100
OphioH327chr_1	510698	513512	512105	100
OphioH327chr_1	513562	515534	514548	100
OphioH327chr_1	515537	517946	516742	100
OphioH327chr_1	517958	519389	518674	100
OphioH327chr_1	520104	521627	520866	100
OphioH327chr_1	521631	522813	522222	100
OphioH327chr_1	524286	525378	524832	100
OphioH327chr_1	526563	528704	527634	100
OphioH327chr_1	530946	532417	531682	100
OphioH327chr_1	532428	533372	532900	100
OphioH327chr_1	534724	536219	535472	100
OphioH327chr_1	536267	537871	537069	100
OphioH327chr_1	537885	538926	538406	100
OphioH327chr_1	538967	541464	540216	100
OphioH327chr_1	541489	543246	542368	100
OphioH327chr_1	543249	544614	543932	100
OphioH327chr_1	544615	545762	545189	100
OphioH327chr_1	545780	546824	546302	100
OphioH327chr_1	546845	548502	547674	100
OphioH327chr_1	548504	550118	549311	100
OphioH327chr_1	550123	551364	550744	100
OphioH327chr_1	551400	552779	552090	100
OphioH327chr_1	552780	554389	553585	100
OphioH327chr_1	554392	555467	554930	100
OphioH327chr_1	555468	556442	555955	100
OphioH327chr_1	556451	557645	557048	100
OphioH327chr_1	557650	558613	558132	100
OphioH327chr_1	559715	560793	560254	100
OphioH327chr_1	560801	562168	561485	100
OphioH327chr_1	563300	565252	564276	100
OphioH327chr_1	565254	566792	566023	100
OphioH327chr_1	566795	568784	567790	100
OphioH327chr_1	568789	570374	569582	100
OphioH327chr_1	570384	571935	571160	100
OphioH327chr_1	573409	575139	574274	100
OphioH327chr_1	575165	576991	576078	100
OphioH327chr_1	576994	578458	577726	100
OphioH327chr_1	578461	580049	579255	100
OphioH327chr_1	581354	582198	581776	100
OphioH327chr_1	582221	583017	582619	100
OphioH327chr_1	583049	584172	583611	100
OphioH327chr_1	584173	585457	584815	100
OphioH327chr_1	585485	587170	586328	100
OphioH327chr_1	588636	589975	589306	100
OphioH327chr_1	589995	590888	590442	100
OphioH327chr_1	590902	591627	591265	100
OphioH327chr_1	591633	592475	592054	100
OphioH327chr_1	592504	593604	593054	100
OphioH327chr_1	595499	596347	595923	100
OphioH327chr_1	596368	597465	596917	100
OphioH327chr_1	597468	598467	597968	100
OphioH327chr_1	598479	599783	599131	100
OphioH327chr_1	599795	601106	600451	100
OphioH327chr_1	601127	602323	601725	100
OphioH327chr_1	605893	607009	606451	100
OphioH327chr_1	609280	610492	609886	100
OphioH327chr_1	610516	612924	611720	100
OphioH327chr_1	615507	616458	615983	100
OphioH327chr_1	619190	620839	620015	100
OphioH327chr_1	623827	625458	624643	100
OphioH327chr_1	625466	626753	626110	100
OphioH327chr_1	626757	627645	627201	100
OphioH327chr_1	627655	628481	628068	100
OphioH327chr_1	628505	629476	628991	100
OphioH327chr_1	629488	631342	630415	100
OphioH327chr_1	631356	632948	632152	100
OphioH327chr_1	632949	634386	633668	100
OphioH327chr_1	634418	636357	635388	100
OphioH327chr_1	636386	637491	636939	100
OphioH327chr_1	637496	639031	638264	100
OphioH327chr_1	639035	641070	640053	100
OphioH327chr_1	641089	643062	642076	100
OphioH327chr_1	643117	644478	643798	100
OphioH327chr_1	645586	646944	646265	100
OphioH327chr_1	648765	650656	649711	100
OphioH327chr_1	650658	651891	651275	100
OphioH327chr_1	651892	657431	654662	100
OphioH327chr_1	657434	659024	658229	100
OphioH327chr_1	659031	660449	659740	100
OphioH327chr_1	660465	663278	661872	100
OphioH327chr_1	663311	665411	664361	100
OphioH327chr_1	665413	666443	665928	100
OphioH327chr_1	666461	668158	667310	100
OphioH327chr_1	668171	669610	668891	100
OphioH327chr_1	669614	671268	670441	100
OphioH327chr_1	671275	672302	671789	100
OphioH327chr_1	672323	673491	672907	100
OphioH327chr_1	673493	674449	673971	100
OphioH327chr_1	674452	675097	674775	100
OphioH327chr_1	675098	676415	675757	100
OphioH327chr_1	676429	677471	676950	100
OphioH327chr_1	677475	678750	678113	100
OphioH327chr_1	678767	680383	679575	100
OphioH327chr_1	680388	681399	680894	100
OphioH327chr_1	681410	682474	681942	100
OphioH327chr_1	682484	683691	683088	100
OphioH327chr_1	683697	684902	684300	100
OphioH327chr_1	684903	685677	685290	100
OphioH327chr_1	685689	686613	686151	100
OphioH327chr_1	687571	688709	688140	100
OphioH327chr_1	688715	690043	689379	100
OphioH327chr_1	693632	694868	694250	100
OphioH327chr_1	694883	696838	695861	100
OphioH327chr_1	696852	698627	697740	100
OphioH327chr_1	698646	700373	699510	100
OphioH327chr_1	700388	701800	701094	100
OphioH327chr_1	701809	703374	702592	100
OphioH327chr_1	703396	704336	703866	100
OphioH327chr_1	704344	705337	704841	100
OphioH327chr_1	705394	706990	706192	100
OphioH327chr_1	706994	707967	707481	100
OphioH327chr_1	707968	708688	708328	100
OphioH327chr_1	708698	710184	709441	100
OphioH327chr_1	710188	711491	710840	100
OphioH327chr_1	711506	713684	712595	100
OphioH327chr_1	713688	715597	714643	100
OphioH327chr_1	715600	716796	716198	100
OphioH327chr_1	716797	717734	717266	100
OphioH327chr_1	717736	718708	718222	100
OphioH327chr_1	718713	719479	719096	100
OphioH327chr_1	719485	720429	719957	100
OphioH327chr_1	720439	722369	721404	100
OphioH327chr_1	722370	723562	722966	100
OphioH327chr_1	723576	725930	724753	100
OphioH327chr_1	725933	727553	726743	100
OphioH327chr_1	730446	731603	731025	100
OphioH327chr_1	731605	732980	732293	100
OphioH327chr_1	732991	734719	733855	100
OphioH327chr_1	734720	736898	735809	100
OphioH327chr_1	738675	739834	739255	100
OphioH327chr_1	739852	741553	740703	100
OphioH327chr_1	741559	742904	742232	100
OphioH327chr_1	742906	744313	743610	100
OphioH327chr_1	744337	745788	745063	100
OphioH327chr_1	745789	746951	746370	100
OphioH327chr_1	750697	751703	751200	100
OphioH327chr_1	751715	752823	752269	100
OphioH327chr_1	752830	753904	753367	100
OphioH327chr_1	753911	755558	754735	100
OphioH327chr_1	755595	756678	756137	100
OphioH327chr_1	756687	758273	757480	100
OphioH327chr_1	760508	761301	760905	100
OphioH327chr_1	761302	761845	761574	100
OphioH327chr_1	761850	762636	762243	100
OphioH327chr_1	762638	763651	763145	100
OphioH327chr_1	763664	765087	764376	100
OphioH327chr_1	765089	765854	765472	100
OphioH327chr_1	765863	766730	766297	100
OphioH327chr_1	766734	768236	767485	100
OphioH327chr_1	768260	769784	769022	100
OphioH327chr_1	769795	771259	770527	100
OphioH327chr_1	773132	774746	773939	100
OphioH327chr_1	774762	776633	775698	100
OphioH327chr_1	776646	778713	777680	100
OphioH327chr_1	781342	782813	782078	100
OphioH327chr_1	783660	785370	784515	100
OphioH327chr_1	787090	788753	787922	100
OphioH327chr_1	788771	790755	789763	100
OphioH327chr_1	792500	793669	793085	100
OphioH327chr_1	793670	795154	794412	100
OphioH327chr_1	798075	799247	798661	100
OphioH327chr_1	799291	801008	800150	100
OphioH327chr_1	801010	801648	801329	100
OphioH327chr_1	801673	803442	802558	100
OphioH327chr_1	803451	805433	804442	100
OphioH327chr_1	805457	806464	805961	100
OphioH327chr_1	806468	807667	807068	100
OphioH327chr_1	807673	809500	808587	100
OphioH327chr_1	809506	810928	810217	100
OphioH327chr_1	814676	816572	815624	100
OphioH327chr_1	816591	818223	817407	100
OphioH327chr_1	818263	819290	818777	100
OphioH327chr_1	819296	821189	820243	100
OphioH327chr_1	822481	823653	823067	100
OphioH327chr_1	823667	824829	824248	100
OphioH327chr_1	824862	826419	825641	100
OphioH327chr_1	826455	827345	826900	100
OphioH327chr_1	827356	828599	827978	100
OphioH327chr_1	828609	829847	829228	100
OphioH327chr_1	829860	831314	830587	100
OphioH327chr_1	831317	832472	831895	100
OphioH327chr_1	832475	833556	833016	100
OphioH327chr_1	834634	835964	835299	100
OphioH327chr_1	843170	844657	843914	100
OphioH327chr_1	844670	845518	845094	100
OphioH327chr_1	847347	849098	848223	100
OphioH327chr_1	849101	851334	850218	100
OphioH327chr_1	851363	852890	852127	100
OphioH327chr_1	852918	853976	853447	100
OphioH327chr_1	853982	855333	854658	100
OphioH327chr_1	855334	856231	855783	100
OphioH327chr_1	856232	856944	856588	100
OphioH327chr_1	856948	857988	857468	100
OphioH327chr_1	858741	859553	859147	100
OphioH327chr_1	859555	860572	860064	100
OphioH327chr_1	865021	866546	865784	100
OphioH327chr_1	866551	867936	867244	100
OphioH327chr_1	867940	869134	868537	100
OphioH327chr_1	869165	871230	870198	100
OphioH327chr_1	871244	872699	871972	100
OphioH327chr_1	872714	874252	873483	100
OphioH327chr_1	877179	878868	878024	100
OphioH327chr_1	878869	879966	879418	100
OphioH327chr_1	879969	881015	880492	100
OphioH327chr_1	881017	882447	881732	100
OphioH327chr_1	882449	884051	883250	100
OphioH327chr_1	886807	887388	887098	100
OphioH327chr_1	887396	888041	887719	100
OphioH327chr_1	888051	889019	888535	100
OphioH327chr_1	889034	890322	889678	100
OphioH327chr_1	890325	891449	890887	100
OphioH327chr_1	891455	892621	892038	100
OphioH327chr_1	896465	898204	897335	100
OphioH327chr_1	903009	904201	903605	100
OphioH327chr_1	904216	906006	905111	100
OphioH327chr_1	906015	907278	906647	100
OphioH327chr_1	907280	908667	907974	100
OphioH327chr_1	908669	909551	909110	100
OphioH327chr_1	909560	910391	909976	100
OphioH327chr_1	910392	911290	910841	100
OphioH327chr_1	911296	912329	911813	100
OphioH327chr_1	913856	914894	914375	100
OphioH327chr_1	914897	915964	915431	100
OphioH327chr_1	917044	918423	917734	100
OphioH327chr_1	918455	919645	919050	100
OphioH327chr_1	921433	923384	922409	100
OphioH327chr_1	923398	925181	924290	100
OphioH327chr_1	925214	926301	925758	100
OphioH327chr_1	927300	928755	928028	100
OphioH327chr_1	930461	931208	930835	100
OphioH327chr_1	931211	932229	931720	100
OphioH327chr_1	933476	935050	934263	100
OphioH327chr_1	935110	936191	935651	100
OphioH327chr_1	936202	937689	936946	100
OphioH327chr_1	937697	938826	938262	100
OphioH327chr_1	939922	941335	940629	100
OphioH327chr_1	943728	944590	944159	100
OphioH327chr_1	944599	946286	945443	100
OphioH327chr_1	948651	950233	949442	100
OphioH327chr_1	953113	954432	953773	100
OphioH327chr_1	954435	956326	955381	100
OphioH327chr_1	956356	958464	957410	100
OphioH327chr_1	960062	961083	960573	100
OphioH327chr_1	962010	963725	962868	100
OphioH327chr_1	964958	966257	965608	100
OphioH327chr_1	966311	967837	967074	100
OphioH327chr_1	967873	970105	968989	100
OphioH327chr_1	972649	973747	973198	100
OphioH327chr_1	973748	975419	974584	100
OphioH327chr_1	979110	979960	979535	100
OphioH327chr_1	979962	981391	980677	100
OphioH327chr_1	981416	982852	982134	100
OphioH327chr_1	982888	984196	983542	100
OphioH327chr_1	984198	985283	984741	100
OphioH327chr_1	986173	987289	986731	100
OphioH327chr_1	987297	988352	987825	100
OphioH327chr_1	988356	989549	988953	100
OphioH327chr_1	989561	990327	989944	100
OphioH327chr_1	991291	992499	991895	100
OphioH327chr_1	992502	994689	993596	100
OphioH327chr_1	994711	996089	995400	100
OphioH327chr_1	996092	997059	996576	100
OphioH327chr_1	997094	998186	997640	100
OphioH327chr_1	999109	1000288	999699	100
OphioH327chr_1	1000291	1001178	1000735	100
OphioH327chr_1	1001180	1002095	1001638	100
OphioH327chr_1	1002101	1003224	1002663	100
OphioH327chr_1	1003236	1004277	1003757	100
OphioH327chr_1	1004284	1005222	1004753	100
OphioH327chr_1	1005223	1006272	1005748	100
OphioH327chr_1	1006285	1007397	1006841	100
OphioH327chr_1	1008221	1009339	1008780	100
OphioH327chr_1	1009362	1010869	1010116	100
OphioH327chr_1	1010888	1012030	1011459	100
OphioH327chr_1	1012112	1012812	1012462	100
OphioH327chr_1	1012814	1013791	1013303	100
OphioH327chr_1	1013813	1014782	1014298	100
OphioH327chr_1	1014816	1016092	1015454	100
OphioH327chr_1	1016096	1017387	1016742	100
OphioH327chr_1	1017500	1018506	1018003	100
OphioH327chr_1	1018507	1020116	1019312	100
OphioH327chr_1	1020180	1021541	1020861	100
OphioH327chr_1	1022259	1023059	1022659	100
OphioH327chr_1	1023071	1024219	1023645	100
OphioH327chr_1	1024220	1025573	1024897	100
OphioH327chr_1	1025597	1027235	1026416	100
OphioH327chr_1	1027250	1028245	1027748	100
OphioH327chr_1	1028247	1037808	1033028	100
OphioH327chr_1	1037812	1039120	1038466	100
OphioH327chr_1	1040941	1042402	1041672	100
OphioH327chr_1	1042412	1044708	1043560	100
OphioH327chr_1	1044711	1045696	1045204	100
OphioH327chr_1	1045699	1046526	1046113	100
OphioH327chr_1	1046547	1047455	1047001	100
OphioH327chr_1	1047457	1048173	1047815	100
OphioH327chr_1	1048186	1048967	1048577	100
OphioH327chr_1	1048977	1050646	1049812	100
OphioH327chr_1	1050653	1052274	1051464	100
OphioH327chr_1	1053479	1055381	1054430	100
OphioH327chr_1	1055382	1056551	1055967	100
OphioH327chr_1	1056552	1057953	1057253	100
OphioH327chr_1	1060619	1061858	1061239	100
OphioH327chr_1	1061861	1063114	1062488	100
OphioH327chr_1	1063117	1064694	1063906	100
OphioH327chr_1	1064707	1065880	1065294	100
OphioH327chr_1	1065882	1066648	1066265	100
OphioH327chr_1	1066652	1068108	1067380	100
OphioH327chr_1	1068109	1069053	1068581	100
OphioH327chr_1	1069062	1069925	1069494	100
OphioH327chr_1	1069928	1070756	1070342	100
OphioH327chr_1	1071786	1072739	1072263	100
OphioH327chr_1	1073669	1075077	1074373	100
OphioH327chr_1	1082442	1083433	1082938	100
OphioH327chr_1	1083437	1084489	1083963	100
OphioH327chr_1	1084493	1085252	1084873	100
OphioH327chr_1	1085255	1086813	1086034	100
OphioH327chr_1	1086868	1088642	1087755	100
OphioH327chr_1	1088651	1090777	1089714	100
OphioH327chr_1	1090783	1093022	1091903	100
OphioH327chr_1	1094152	1095804	1094978	100
OphioH327chr_1	1096959	1098458	1097709	100
OphioH327chr_1	1098459	1100210	1099335	100
OphioH327chr_1	1100234	1101258	1100746	100
OphioH327chr_1	1101299	1102918	1102109	100
OphioH327chr_1	1102924	1104981	1103953	100
OphioH327chr_1	1104982	1106251	1105617	100
OphioH327chr_1	1108262	1109707	1108985	100
OphioH327chr_1	1109723	1110685	1110204	100
OphioH327chr_1	1110721	1112467	1111594	100
OphioH327chr_1	1112481	1113649	1113065	100
OphioH327chr_1	1113683	1114634	1114159	100
OphioH327chr_1	1114644	1115594	1115119	100
OphioH327chr_1	1115600	1116474	1116037	100
OphioH327chr_1	1116486	1117409	1116948	100
OphioH327chr_1	1117421	1119002	1118212	100
OphioH327chr_1	1119011	1120366	1119689	100
OphioH327chr_1	1120369	1121431	1120900	100
OphioH327chr_1	1121437	1122368	1121903	100
OphioH327chr_1	1122383	1123849	1123116	100
OphioH327chr_1	1123854	1124871	1124363	100
OphioH327chr_1	1124886	1125748	1125317	100
OphioH327chr_1	1129256	1130792	1130024	100
OphioH327chr_1	1132109	1133060	1132585	100
OphioH327chr_1	1133071	1134150	1133611	100
OphioH327chr_1	1134155	1135079	1134617	100
OphioH327chr_1	1136557	1137346	1136952	100
OphioH327chr_1	1137353	1138718	1138036	100
OphioH327chr_1	1138721	1140340	1139531	100
OphioH327chr_1	1140346	1141230	1140788	100
OphioH327chr_1	1141262	1142287	1141775	100
OphioH327chr_1	1142298	1143016	1142657	100
OphioH327chr_1	1143018	1144528	1143773	100
OphioH327chr_1	1144583	1146775	1145679	100
OphioH327chr_1	1146817	1147624	1147221	100
OphioH327chr_1	1147627	1148700	1148164	100
OphioH327chr_1	1148702	1151115	1149909	100
OphioH327chr_1	1152780	1154078	1153429	100
OphioH327chr_1	1154093	1155259	1154676	100
OphioH327chr_1	1155276	1157071	1156174	100
OphioH327chr_1	1157078	1158663	1157871	100
OphioH327chr_1	1158668	1160360	1159514	100
OphioH327chr_1	1161789	1162715	1162252	100
OphioH327chr_1	1162718	1164106	1163412	100
OphioH327chr_1	1164138	1165800	1164969	100
OphioH327chr_1	1165805	1167388	1166597	100
OphioH327chr_1	1167405	1168211	1167808	100
OphioH327chr_1	1168217	1169453	1168835	100
