ID	pomme_num	inoculation	rep	J14_1	J14_2	lineage	J14	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	int	pred
DDS100	44	05-02-19	4	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
DDS100	41	05-02-19	1	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
DDS154	23	05-02-19	3	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
DDS154	24	05-02-19	4	25	25	ame2	25	0	0	0	0	0	0	0	0	0	23.253114
DDS154	21	05-02-19	1	23	24	ame2	23.5	0	0	0	0	0	0	0	0	0	22.55422372
DDS154	22	05-02-19	2	25	30	ame2	27.5	0	0	0	0	0	0	0	0	0	26.74756539
DDS170	3	05-02-19	3	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
DDS170	4	05-02-19	4	21	22	ame2	21.5	0	0	0	0	0	0	0	0	0	21.15644317
DDS170	2	05-02-19	2	33	31	ame2	32	0	0	0	0	0	0	0	0	0	27.44645566
DDS170	1	05-02-19	1	27	25	ame2	26	0	0	0	0	0	0	0	0	0	23.253114
DDS202	5	05-02-19	1	20	24	ame2	22	0	0	0	0	0	0	0	0	0	22.55422372
DDS202	6	05-02-19	2	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
DDS202	7	05-02-19	3	20	22	ame2	21	0	0	0	0	0	0	0	0	0	21.15644317
DDS202	8	05-02-19	4	24	26	ame2	25	0	0	0	0	0	0	0	0	0	23.95200428
DDS239	48	05-02-19	4	20	17	ame1	18.5	0	0	0	0	0	0	0	0	0	17.66199178
DDS239	45	05-02-19	1	14	14	ame1	14	0	0	0	0	0	0	0	0	0	15.56532095
DDS239	46	05-02-19	2	24	26	ame1	25	0	0	0	0	0	0	0	0	0	23.95200428
DDS239	47	05-02-19	3	23	29	ame1	26	0	0	0	0	0	0	0	0	0	26.04867511
DDS241	35	05-02-19	3	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
DDS241	33	05-02-19	1	35	37	ame1	36	0	0	0	0	0	0	0	0	0	31.63979733
DDS241	34	05-02-19	2	27	26	ame1	26.5	0	0	0	0	0	0	0	0	0	23.95200428
DDS241	36	05-02-19	4	26	30	ame1	28	0	0	0	0	0	0	0	0	0	26.74756539
DDS257	13	05-02-19	1	25	25	nov	25	0	0	0	0	0	0	0	0	0	23.253114
DDS257	14	05-02-19	2	24	26	nov	25	0	0	0	0	0	0	0	0	0	23.95200428
DDS257	15	05-02-19	3	17	22	nov	19.5	0	0	0	0	0	0	0	0	0	21.15644317
DDS257	16	05-02-19	4	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
DDS296	37	05-02-19	1	30	28	ame1	29	0	0	0	0	0	0	0	0	0	25.34978483
DDS296	38	05-02-19	2	24	31	ame1	27.5	0	0	0	0	0	0	0	0	0	27.44645566
DDS296	39	05-02-19	3	27	28	ame1	27.5	0	0	0	0	0	0	0	0	0	25.34978483
DDS296	40	05-02-19	4	26	23	ame1	24.5	0	0	0	0	0	0	0	0	0	21.85533345
DDS298	33	05-02-19	1	30	30	ame2	30	0	1	0	0	0	0	0	0	1	26.74756539
DDS298	34	05-02-19	2	16	17	ame2	16.5	0	1	0	0	0	0	0	0	1	17.66199178
DDS298	35	05-02-19	3	19	23	ame2	21	0	1	0	0	0	0	0	0	1	21.85533345
DDS298	36	05-02-19	4	22	26	ame2	24	0	1	0	0	0	0	0	0	1	23.95200428
DDS82	41	05-02-19	1	25	26	ame2	25.5	0	0	0	0	0	0	0	0	0	23.95200428
DDS82	42	05-02-19	2	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
DDS82	43	05-02-19	3	22	24	ame2	23	0	0	0	0	0	0	0	0	0	22.55422372
DDS82	44	05-02-19	4	35	29	ame2	32	0	0	0	0	0	0	0	0	0	26.04867511
DDS93	2	05-02-19	2	NA	NA	ame1	NA	0	1	0	0	0	0	0	0	1	NA
DDS93	1	05-02-19	1	NA	NA	ame1	NA	0	1	0	0	0	0	0	0	1	NA
DDS93	4	05-02-19	4	25	26	ame1	25.5	0	1	0	0	0	0	0	0	1	23.95200428
DDS93	3	05-02-19	3	18	18	ame1	18	0	1	0	0	0	0	0	0	1	18.36088206
H1022	32	05-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H1022	30	05-02-19	2	15	15	ulm	15	0	0	0	0	0	0	0	0	0	16.26421123
H1022	29	05-02-19	1	14	14	ulm	14	0	0	0	0	0	0	0	0	0	15.56532095
H1022	31	05-02-19	3	14	15	ulm	14.5	0	0	0	0	0	0	0	0	0	16.26421123
H1096	11	05-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H1096	12	05-02-19	4	26	27	ulm	26.5	0	0	0	0	0	0	0	0	0	24.65089455
H1096	9	05-02-19	1	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H1096	10	05-02-19	2	26	21	ulm	23.5	0	0	0	0	0	0	0	0	0	20.45755289
H2086	46	05-02-19	2	24	29	ame2	26.5	0	0	0	0	0	0	0	0	0	26.04867511
H2086	47	05-02-19	3	26	28	ame2	27	0	0	0	0	0	0	0	0	0	25.34978483
H2086	48	05-02-19	4	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
H2086	45	05-02-19	1	20	20	ame2	20	0	0	0	0	0	0	0	0	0	19.75866261
H2091	10	05-02-19	2	19	20	ame1	19.5	0	1	0	0	0	0	0	0	1	19.75866261
H2091	11	05-02-19	3	27	28	ame1	27.5	0	1	0	0	0	0	0	0	1	25.34978483
H2091	12	05-02-19	4	24	25	ame1	24.5	0	1	0	0	0	0	0	0	1	23.253114
H2091	9	05-02-19	1	21	21	ame1	21	0	1	0	0	0	0	0	0	1	20.45755289
H2095	15	05-02-19	3	24	28	ame1	26	0	0	0	0	0	0	0	0	0	25.34978483
H2095	16	05-02-19	4	17	17	ame1	17	0	0	0	0	0	0	0	0	0	17.66199178
H2095	14	05-02-19	2	28	25	ame1	26.5	0	0	0	0	0	0	0	0	0	23.253114
H2095	13	05-02-19	1	25	30	ame1	27.5	0	0	0	0	0	0	0	0	0	26.74756539
H2098	7	05-02-19	3	20	21	ame2	20.5	0	1	0	0	0	0	0	0	1	20.45755289
H2098	6	05-02-19	2	NA	NA	ame2	NA	0	1	0	0	0	0	0	0	1	NA
H2098	8	05-02-19	4	25	23	ame2	24	0	1	0	0	0	0	0	0	1	21.85533345
H2098	5	05-02-19	1	23	30	ame2	26.5	0	1	0	0	0	0	0	0	1	26.74756539
H234D	19	05-02-19	3	23	22	ame1	22.5	0	0	0	0	0	0	0	0	0	21.15644317
H234D	17	05-02-19	1	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H234D	20	05-02-19	4	23	26	ame1	24.5	0	0	0	0	0	0	0	0	0	23.95200428
H234D	18	05-02-19	2	24	34	ame1	29	0	0	0	0	0	0	0	0	0	29.54312649
H239	45	05-02-19	1	25	28	ame2	26.5	0	0	0	0	0	0	0	0	0	25.34978483
H239	46	05-02-19	2	25	30	ame2	27.5	0	0	0	0	0	0	0	0	0	26.74756539
H239	48	05-02-19	4	26	30	ame2	28	0	0	0	0	0	0	0	0	0	26.74756539
H239	47	05-02-19	3	24	25	ame2	24.5	0	0	0	0	0	0	0	0	0	23.253114
H295	39	05-02-19	3	16	17	ame1	16.5	0	0	0	0	0	0	0	0	0	17.66199178
H295	37	05-02-19	1	17	18	ame1	17.5	0	0	0	0	0	0	0	0	0	18.36088206
H295	40	05-02-19	4	22	26	ame1	24	0	0	0	0	0	0	0	0	0	23.95200428
H295	38	05-02-19	2	15	17	ame1	16	0	0	0	0	0	0	0	0	0	17.66199178
H332	18	05-02-19	2	18	17	nov	17.5	0	0	0	0	0	0	0	0	0	17.66199178
H332	20	05-02-19	4	20	21	nov	20.5	0	0	0	0	0	0	0	0	0	20.45755289
H332	19	05-02-19	3	25	30	nov	27.5	0	0	0	0	0	0	0	0	0	26.74756539
H332	17	05-02-19	1	20	24	nov	22	0	0	0	0	0	0	0	0	0	22.55422372
H340	21	05-02-19	1	14	14	ame1	14	0	0	0	0	0	0	0	0	0	15.56532095
H340	23	05-02-19	3	15	16	ame1	15.5	0	0	0	0	0	0	0	0	0	16.96310151
H340	22	05-02-19	2	20	15	ame1	17.5	0	0	0	0	0	0	0	0	0	16.26421123
H340	24	05-02-19	4	13	14	ame1	13.5	0	0	0	0	0	0	0	0	0	15.56532095
H413a	43	05-02-19	3	16	21	nov	18.5	0	1	0	0	0	0	0	1	1	20.45755289
H413a	41	05-02-19	1	NA	NA	nov	NA	0	1	0	0	0	0	0	1	1	NA
H413a	42	05-02-19	2	33	30	nov	31.5	0	1	0	0	0	0	0	1	1	26.74756539
H413a	44	05-02-19	4	NA	NA	nov	NA	0	1	0	0	0	0	0	1	1	NA
H618	3	05-02-19	3	15	15	ame1	15	0	0	0	0	0	0	0	0	0	16.26421123
H618	4	05-02-19	4	20	19	ame1	19.5	0	0	0	0	0	0	0	0	0	19.05977234
H618	1	05-02-19	1	25	17	ame1	21	0	0	0	0	0	0	0	0	0	17.66199178
H618	2	05-02-19	2	33	19	ame1	26	0	0	0	0	0	0	0	0	0	19.05977234
H648	10	05-02-19	2	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H648	9	05-02-19	1	22	23	nov	22.5	0	0	0	0	0	0	0	0	0	21.85533345
H648	12	05-02-19	4	24	26	nov	25	0	0	0	0	0	0	0	0	0	23.95200428
H648	11	05-02-19	3	25	25	nov	25	0	0	0	0	0	0	0	0	0	23.253114
H864	9	05-02-19	1	23	22	ulm	22.5	0	0	0	0	0	0	0	0	0	21.15644317
H864	10	05-02-19	2	21	22	ulm	21.5	0	0	0	0	0	0	0	0	0	21.15644317
H864	12	05-02-19	4	34	31	ulm	32.5	0	0	0	0	0	0	0	0	0	27.44645566
H864	11	05-02-19	3	21	23	ulm	22	0	0	0	0	0	0	0	0	0	21.85533345
P122	5	05-02-19	1	23	20	nov	21.5	1	0	0	1	0	1	0	0	1	19.75866261
P122	8	05-02-19	4	27	28	nov	27.5	1	0	0	1	0	1	0	0	1	25.34978483
P122	7	05-02-19	3	26	28	nov	27	1	0	0	1	0	1	0	0	1	25.34978483
P122	6	05-02-19	2	NA	NA	nov	NA	1	0	0	1	0	1	0	0	1	NA
PG40	26	05-02-19	2	26	31	ulm	28.5	0	0	0	0	0	0	0	0	0	27.44645566
PG40	28	05-02-19	4	24	24	ulm	24	0	0	0	0	0	0	0	0	0	22.55422372
PG40	27	05-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
PG40	25	05-02-19	1	25	25	ulm	25	0	0	0	0	0	0	0	0	0	23.253114
R108	15	05-02-19	3	14	14	nov	14	0	0	1	0	0	1	0	1	1	15.56532095
R108	14	05-02-19	2	14	15	nov	14.5	0	0	1	0	0	1	0	1	1	16.26421123
R108	16	05-02-19	4	14	15	nov	14.5	0	0	1	0	0	1	0	1	1	16.26421123
R108	13	05-02-19	1	25	14	nov	19.5	0	0	1	0	0	1	0	1	1	15.56532095
R69	42	05-02-19	2	27	34	nov	30.5	0	0	0	0	0	0	0	0	0	29.54312649
R69	43	05-02-19	3	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
R69	44	05-02-19	4	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
R69	41	05-02-19	1	22	21	nov	21.5	0	0	0	0	0	0	0	0	0	20.45755289
TB5	5	05-02-19	1	21	25	ame2	23	0	0	0	0	0	0	0	0	0	23.253114
TB5	7	05-02-19	3	24	24	ame2	24	0	0	0	0	0	0	0	0	0	22.55422372
TB5	6	05-02-19	2	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
TB5	8	05-02-19	4	26	25	ame2	25.5	0	0	0	0	0	0	0	0	0	23.253114
TR88	28	05-02-19	4	24	24	nov	24	1	0	1	0	0	1	0	1	1	22.55422372
TR88	26	05-02-19	2	22	21	nov	21.5	1	0	1	0	0	1	0	1	1	20.45755289
TR88	25	05-02-19	1	25	26	nov	25.5	1	0	1	0	0	1	0	1	1	23.95200428
TR88	27	05-02-19	3	NA	NA	nov	NA	1	0	1	0	0	1	0	1	1	NA
Yu141	1	05-02-19	1	31	21	nov	26	0	0	0	0	0	0	0	1	1	20.45755289
Yu141	2	05-02-19	2	15	14	nov	14.5	0	0	0	0	0	0	0	1	1	15.56532095
Yu141	3	05-02-19	3	15	16	nov	15.5	0	0	0	0	0	0	0	1	1	16.96310151
Yu141	4	05-02-19	4	21	20	nov	20.5	0	0	0	0	0	0	0	1	1	19.75866261
Yu16	26	05-02-19	2	28	30	nov	29	1	1	0	0	0	0	0	0	1	26.74756539
Yu16	28	05-02-19	4	30	31	nov	30.5	1	1	0	0	0	0	0	0	1	27.44645566
Yu16	25	05-02-19	1	30	30	nov	30	1	1	0	0	0	0	0	0	1	26.74756539
Yu16	27	05-02-19	3	30	37	nov	33.5	1	1	0	0	0	0	0	0	1	31.63979733
04_544	82	06-02-19	2	24	24	ame2	24	0	0	0	0	0	0	0	0	0	22.55422372
04_544	82	06-02-19	2	24	24	ame2	24	0	0	0	0	0	0	0	0	0	22.55422372
04_544	83	06-02-19	3	30	31	ame2	30.5	0	0	0	0	0	0	0	0	0	27.44645566
04_544	83	06-02-19	3	30	31	ame2	30.5	0	0	0	0	0	0	0	0	0	27.44645566
04_544	84	06-02-19	4	22	22	ame2	22	0	0	0	0	0	0	0	0	0	21.15644317
04_544	84	06-02-19	4	22	22	ame2	22	0	0	0	0	0	0	0	0	0	21.15644317
04_544	81	06-02-19	1	16	16	ame2	16	0	0	0	0	0	0	0	0	0	16.96310151
04_544	81	06-02-19	1	16	16	ame2	16	0	0	0	0	0	0	0	0	0	16.96310151
04_55	92	06-02-19	4	24	24	ame1	24	0	0	0	0	0	0	0	0	0	22.55422372
04_55	89	06-02-19	1	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
04_55	90	06-02-19	2	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
04_55	91	06-02-19	3	22	23	ame1	22.5	0	0	0	0	0	0	0	0	0	21.85533345
04_655	92	06-02-19	4	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	NA
04_655	89	06-02-19	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	NA
04_655	90	06-02-19	2	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	NA
04_655	91	06-02-19	3	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	NA
785401	69	06-02-19	1	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
785401	71	06-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
785401	70	06-02-19	2	18	19	ulm	18.5	0	0	0	0	0	0	0	0	0	19.05977234
785401	72	06-02-19	4	17	17	ulm	17	0	0	0	0	0	0	0	0	0	17.66199178
AT83	79	06-02-19	3	25	26	ame1	25.5	0	0	0	0	0	0	0	0	0	23.95200428
AT83	78	06-02-19	2	25	25	ame1	25	0	0	0	0	0	0	0	0	0	23.253114
AT83	77	06-02-19	1	32	30	ame1	31	0	0	0	0	0	0	0	0	0	26.74756539
AT83	80	06-02-19	4	23	24	ame1	23.5	0	0	0	0	0	0	0	0	0	22.55422372
BP14	81	06-02-19	1	20	21	nov	20.5	0	0	0	0	0	0	0	0	0	20.45755289
BP14	82	06-02-19	2	25	30	nov	27.5	0	0	0	0	0	0	0	0	0	26.74756539
BP14	83	06-02-19	3	26	26	nov	26	0	0	0	0	0	0	0	0	0	23.95200428
BP14	84	06-02-19	4	25	26	nov	25.5	0	0	0	0	0	0	0	0	0	23.95200428
C115	83	06-02-19	3	13	14	ame2	13.5	0	0	0	0	0	0	0	0	0	15.56532095
C115	81	06-02-19	1	28	24	ame2	26	0	0	0	0	0	0	0	0	0	22.55422372
C115	84	06-02-19	4	15	16	ame2	15.5	0	0	0	0	0	0	0	0	0	16.96310151
C115	82	06-02-19	2	12	14	ame2	13	0	0	0	0	0	0	0	0	0	15.56532095
C510	78	06-02-19	2	26	29	ame2	27.5	0	0	0	0	0	0	0	0	0	26.04867511
C510	77	06-02-19	1	27	27	ame2	27	0	0	0	0	0	0	0	0	0	24.65089455
C510	79	06-02-19	3	27	28	ame2	27.5	0	0	0	0	0	0	0	0	0	25.34978483
C510	80	06-02-19	4	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
C514	89	06-02-19	1	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
C514	91	06-02-19	3	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
C514	90	06-02-19	2	14	14	ame2	14	0	0	0	0	0	0	0	0	0	15.56532095
C514	92	06-02-19	4	13	13	ame2	13	0	0	0	0	0	0	0	0	0	14.86643068
DDS100	86	06-02-19	2	25	27	ame1	26	0	0	0	0	0	0	0	0	0	24.65089455
DDS100	85	06-02-19	1	17	17	ame1	17	0	0	0	0	0	0	0	0	0	17.66199178
DDS100	88	06-02-19	4	24	24	ame1	24	0	0	0	0	0	0	0	0	0	22.55422372
DDS100	87	06-02-19	3	23	23	ame1	23	0	0	0	0	0	0	0	0	0	21.85533345
DDS25	86	06-02-19	2	25	25	ame2	25	0	0	0	0	0	0	0	0	0	23.253114
DDS25	85	06-02-19	1	17	16	ame2	16.5	0	0	0	0	0	0	0	0	0	16.96310151
DDS25	88	06-02-19	4	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
DDS25	87	06-02-19	3	21	25	ame2	23	0	0	0	0	0	0	0	0	0	23.253114
H2083	86	06-02-19	2	25	25	ame2	25	0	0	0	0	0	0	0	0	0	23.253114
H2083	87	06-02-19	3	22	20	ame2	21	0	0	0	0	0	0	0	0	0	19.75866261
H2083	88	06-02-19	4	19	26	ame2	22.5	0	0	0	0	0	0	0	0	0	23.95200428
H2083	85	06-02-19	1	17	17	ame2	17	0	0	0	0	0	0	0	0	0	17.66199178
H248	73	06-02-19	1	26	28	ame2	27	0	0	0	0	0	0	0	0	0	25.34978483
H248	74	06-02-19	2	20	19	ame2	19.5	0	0	0	0	0	0	0	0	0	19.05977234
H248	76	06-02-19	4	24	25	ame2	24.5	0	0	0	0	0	0	0	0	0	23.253114
H248	75	06-02-19	3	19	23	ame2	21	0	0	0	0	0	0	0	0	0	21.85533345
H260	55	06-02-19	3	24	35	nov	29.5	0	0	0	0	0	0	0	0	0	30.24201677
H260	56	06-02-19	4	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H260	53	06-02-19	1	23	20	nov	21.5	0	0	0	0	0	0	0	0	0	19.75866261
H260	54	06-02-19	2	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H276	62	06-02-19	2	NA	NA	nov	NA	0	0	0	0	0	1	0	0	1	NA
H276	61	06-02-19	1	27	40	nov	33.5	0	0	0	0	0	1	0	0	1	33.73646816
H276	64	06-02-19	4	NA	NA	nov	NA	0	0	0	0	0	1	0	0	1	NA
H276	63	06-02-19	3	24	26	nov	25	0	0	0	0	0	1	0	0	1	23.95200428
H294	56	06-02-19	4	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H294	55	06-02-19	3	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H294	53	06-02-19	1	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H294	54	06-02-19	2	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H312	61	06-02-19	1	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H312	62	06-02-19	2	24	27	ame1	25.5	0	0	0	0	0	0	0	0	0	24.65089455
H312	63	06-02-19	3	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H312	64	06-02-19	4	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H323	88	06-02-19	4	20	21	nov	20.5	0	1	0	0	1	0	0	0	1	20.45755289
H323	87	06-02-19	3	20	22	nov	21	0	1	0	0	1	0	0	0	1	21.15644317
H323	86	06-02-19	2	NA	NA	nov	NA	0	1	0	0	1	0	0	0	1	NA
H323	85	06-02-19	1	NA	NA	nov	NA	0	1	0	0	1	0	0	0	1	NA
H328	74	06-02-19	2	21	26	nov	23.5	0	0	0	0	0	0	0	0	0	23.95200428
H328	76	06-02-19	4	23	25	nov	24	0	0	0	0	0	0	0	0	0	23.253114
H328	75	06-02-19	3	22	30	nov	26	0	0	0	0	0	0	0	0	0	26.74756539
H328	73	06-02-19	1	20	20	nov	20	0	0	0	0	0	0	0	0	0	19.75866261
H346	69	06-02-19	1	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H346	70	06-02-19	2	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H346	72	06-02-19	4	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H346	71	06-02-19	3	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H371	70	06-02-19	2	23	26	nov	24.5	1	0	0	0	0	0	0	0	1	23.95200428
H371	69	06-02-19	1	NA	NA	nov	NA	1	0	0	0	0	0	0	0	1	NA
H371	71	06-02-19	3	NA	NA	nov	NA	1	0	0	0	0	0	0	0	1	NA
H371	72	06-02-19	4	20	20	nov	20	1	0	0	0	0	0	0	0	1	19.75866261
H623	89	06-02-19	1	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H623	92	06-02-19	4	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H623	90	06-02-19	2	17	20	ame1	18.5	0	0	0	0	0	0	0	0	0	19.75866261
H623	91	06-02-19	3	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H809	56	06-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H809	53	06-02-19	1	25	30	ulm	27.5	0	0	0	0	0	0	0	0	0	26.74756539
H809	54	06-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H809	55	06-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H909	78	06-02-19	2	17	21	ulm	19	0	0	0	0	0	0	0	0	0	20.45755289
H909	79	06-02-19	3	17	13	ulm	15	0	0	0	0	0	0	0	0	0	14.86643068
H909	80	06-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H909	77	06-02-19	1	27	26	ulm	26.5	0	0	0	0	0	0	0	0	0	23.95200428
H924	53	06-02-19	1	24	35	ulm	29.5	0	0	0	0	0	0	0	0	0	30.24201677
H924	54	06-02-19	2	25	20	ulm	22.5	0	0	0	0	0	0	0	0	0	19.75866261
H924	56	06-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H924	55	06-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H986	84	06-02-19	4	22	23	nov	22.5	1	1	0	0	0	0	0	1	1	21.85533345
H986	81	06-02-19	1	22	23	nov	22.5	1	1	0	0	0	0	0	1	1	21.85533345
H986	82	06-02-19	2	26	23	nov	24.5	1	1	0	0	0	0	0	1	1	21.85533345
