ID;plate;media;slope;rep;temperature;lineage;chr1;chr2;chr3;chr4;chr5;chr6;chr7;chr8;int;group;country;latitude;longitude;year;PC1;PC2;PC3
04_544;7;MEA;134630,8863;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;7;MEA;134630,8863;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;7;MEA;419217,5216;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;7;MEA;419217,5216;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;59;MEA+N;109991,2039;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;59;MEA+N;506954,4667;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;11;MEA;111319,9882;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;11;MEA;111319,9882;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;39;MEA+N;410846,8157;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;39;MEA+N;410846,8157;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;27;MEA;262145,7961;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;27;MEA;262145,7961;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;27;MEA;239461,8784;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;27;MEA;239461,8784;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;11;MEA;122801,4078;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;11;MEA;122801,4078;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_544;59;MEA+N;109991,2039;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;47.551493;-101.002012;NA;-63,41451601;-37,43808161;27,37288424
04_55;18;MEA+N;92202,93333;R2;30C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;50;MEA+N;214953,6745;R3;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;18;MEA;389482,9176;R3;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;18;MEA+N;208447,2157;R3;25C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;11;MEA;490389,8784;R1;25C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;2;MEA;350134,2235;R2;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;18;MEA;440342,2824;R2;25C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;34;MEA+N;58952,09804;R2;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;11;MEA;123179,9412;R1;30C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;27;MEA+N;69096,12549;R1;30C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;2;MEA;113467,0471;R3;25C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;27;MEA+N;157634,698;R1;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;50;MEA+N;220383,8471;R2;25C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;2;MEA;126680,3686;R2;30C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;11;MEA;420006,1608;R1;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_55;43;MEA+N;390604,9569;R1;25C;AME1;0;0;0;0;0;0;0;0;0;AME1;USA;43.15751;-87.901753;2004;-60,63710412;-22,00453103;-49,3224132
04_56;6;MEA;326056,0157;R3;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;5;MEA;260028,8627;R2;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;4;MEA;115020,3961;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;21;MEA+N;24265,9098;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;54;MEA+N;217773,8039;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;20;MEA+N;124811,0275;R1;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;53;MEA+N;271351,9765;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;22;MEA+N;88170,90196;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;22;MEA;89275,76078;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;5;MEA;127163,3882;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;36;MEA+N;434867,6784;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;20;MEA+N;18030,03137;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;22;MEA+N;293014,502;R3;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;21;MEA;360267,5882;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;4;MEA;473826,4196;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;6;MEA;87778,81961;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;37;MEA+N;105386,0157;R2;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_56;4;MEA;161515,2157;R1;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-63,03859602;-36,00439242;26,89647712
04_58;11;MEA;35868,64706;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;29;MEA;290515,5176;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;43;MEA+N;1563,756863;R2;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;27;MEA;289971,2353;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;29;MEA+N;359292,2118;R3;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;12;MEA;385525,2784;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;27;MEA+N;8175,419608;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;28;MEA+N;47574,87451;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;29;MEA+N;71480,38431;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;44;MEA+N;401144,4157;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;13;MEA;399604,1608;R3;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;12;MEA;197247,4078;R1;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;59;MEA+N;354688,6275;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;12;MEA;134099,2902;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;13;MEA;121255,6039;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;61;MEA+N;183857,7804;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;28;MEA+N;138158,949;R1;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_58;11;MEA;204741,7725;R2;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.018607;-89.549763;2004;-63,17741503;-36,48199906;27,05358258
04_65;11;MEA;200868,9608;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;24;MEA+N;139920,851;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;43;MEA+N;425044,2588;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;24;MEA;556503,7686;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;8;MEA;301683,5569;R2;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;11;MEA;728307,3569;R1;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;29;MEA+N;138930,6824;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;29;MEA+N;473806,8471;R3;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;29;MEA;308175,651;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;27;MEA+N;136179,9608;R1;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;13;MEA;240672,8667;R3;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;56;MEA+N;340149,9216;R2;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;8;MEA;242891,0275;R2;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;61;MEA+N;195479,0392;R3;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;27;MEA+N;123924,2196;R1;30C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;13;MEA;717015,1373;R3;25C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
04_65;11;MEA;227563,1882;R1;20C;AME2;0;0;0;0;0;0;0;0;0;AME2;USA;43.073052;-89.40123;2004;-62,95931199;-34,97538327;17,17846497
782401;33;MEA+N;534216,2235;R2;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;France;45.15;0.757221;1978;-61,05901947;-24,06279172;-45,68388514
782401;19;MEA+N;521523,651;R3;30C;AME1;0;0;0;0;0;0;0;0;0;AME1;France;45.15;0.757221;1978;-61,05901947;-24,06279172;-45,68388514
782401;19;MEA;419442,8235;R3;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;France;45.15;0.757221;1978;-61,05901947;-24,06279172;-45,68388514
782401;49;MEA+N;512157,0039;R2;25C;AME1;0;0;0;0;0;0;0;0;0;AME1;France;45.15;0.757221;1978;-61,05901947;-24,06279172;-45,68388514
782401;3;MEA;647728,4;R3;30C;AME1;0;0;0;0;0;0;0;0;0;AME1;France;45.15;0.757221;1978;-61,05901947;-24,06279172;-45,68388514
782401;51;MEA+N;181886,0118;R3;20C;AME1;0;0;0;0;0;0;0;0;0;AME1;France;45.15;0.757221;1978;-61,05901947;-24,06279172;-45,68388514
782401;17;MEA+N;462658,8275;R2;30C;AME1;0;0;0;0;0;0;0;0;0;AME1;France;45.15;0.757221;1978;-61,05901947;-24,06279172;-45,68388514
