Chr	WinCenter	Pi_NOV	Dxy_NU	Dxy_A1N	Dxy_A2N	Fst_NU	NOV_P	NOV_N1S	NOV_N2S	NOV_NS	NOV_US	NOV_UNS	NOV_UN1S	NOV_UN2S	Start	Stop	Class	Win	CommonTo3	CommonNOV
OphioH327chr_1	575000	0.0014075421028675464	0.033855512213719983	0.0040306711898225175	0.003938973468709565	0.930549	0.04361816231676797	0.0042903110475509465	0.0	0.327493743296389	0.002860207365033965	0.6213800500536288	0.0003575259206292456	0.0	550000	600000	Undetermined	10	Undetermined	No-peak
OphioH327chr_1	625000	0.0011424248837649633	0.03431880113962196	0.002829103777413372	0.0030469301732767512	0.945781	0.04124116260801257	0.0003927729772191674	0.0	0.35153181461115474	0.0035349567949725063	0.603299293008641	0.0	0.0	600000	650000	NotIntrogressed	11	No-peak	No-peak
OphioH327chr_1	675000	0.0010841336419890489	0.032269766726620436	0.002816602178351727	0.0026936119197927197	0.935204	0.04525252525252525	0.003636363636363637	0.0	0.34464646464646465	0.001212121212121212	0.6052525252525253	0.0	0.0	650000	700000	NotIntrogressed	12	No-peak	No-peak
OphioH327chr_1	725000	0.0010282148095968175	0.030432652982154605	0.0032653076624034197	0.0031694060799191586	0.9296549999999999	0.02566037735849056	0.00339622641509434	0.0	0.33962264150943394	0.0022641509433962265	0.6283018867924528	0.0007547169811320754	0.0	700000	750000	NotIntrogressed	13	No-peak	No-peak
OphioH327chr_1	775000	0.0010996209675722313	0.03166658468683148	0.0030313232826500113	0.003021176444262168	0.930586	0.03626943005181347	0.000690846286701209	0.0003454231433506045	0.3426597582037997	0.0024179620034542318	0.6169257340241796	0.000690846286701209	0.0	750000	800000	NotIntrogressed	14	No-peak	No-peak
OphioH327chr_1	825000	0.0007138996183362745	0.0313129159635563	0.002068762252550574	0.002028589002826266	0.9412299999999999	0.025	0.003461538461538461	0.0	0.3403846153846154	0.0015384615384615385	0.6292307692307693	0.0003846153846153846	0.0	800000	850000	NotIntrogressed	15	No-peak	No-peak
OphioH327chr_1	875000	0.000933570457682914	0.035185806320969126	0.002536612988594627	0.0022970480622544857	0.937167	0.0256986829424992	0.00224863475746868	0.00032123353678124	0.3915836813363315	0.00385480244137488	0.5759717314487632	0.00032123353678124	0.0	850000	900000	NotIntrogressed	16	No-peak	No-peak
OphioH327chr_1	925000	0.0011616759878038596	0.032544442852274716	0.002887321353056969	0.002630785477743773	0.932133	0.03201634877384196	0.003065395095367848	0.0	0.32663487738419617	0.0010217983651226157	0.6372615803814714	0.0	0.0	900000	950000	NotIntrogressed	17	No-peak	No-peak
OphioH327chr_1	975000	0.0008604739538497072	0.03139968061184919	0.002416020588518162	0.002729736147780175	0.9364549999999999	0.035634743875278395	0.0003711952487008166	0.0	0.31403118040089084	0.005196733481811433	0.6447661469933185	0.0	0.0	950000	1000000	NotIntrogressed	18	No-peak	No-peak
OphioH327chr_1	1025000	0.0032484648934796643	0.03466998188184325	0.010848837258132887	0.010815478083865628	0.900445	0.061470911086717886	0.006220270764727406	0.0003658982802780826	0.2854006586169045	0.013172338090010977	0.6315404317599708	0.0018294914013904132	0.0	1000000	1050000	NotIntrogressed	19	Undetermined	Undetermined
OphioH327chr_1	1075000	0.0007377130939426912	0.030973048355875662	0.0022445813150843213	0.0021023436452807147	0.940348	0.02685624012638231	0.001974723538704581	0.0	0.3060821484992101	0.0035545023696682467	0.6607424960505529	0.0007898894154818325	0.0	1050000	1100000	NotIntrogressed	20	No-peak	No-peak
OphioH327chr_1	1125000	0.000992950981230493	0.03485214502037783	0.003197317860194402	0.00315256461638057	0.929451	0.03715064758009543	0.0010224948875255623	0.0	0.3554873892297205	0.0023858214042263124	0.6039536468984322	0.0	0.0	1100000	1150000	NotIntrogressed	21	No-peak	No-peak
OphioH327chr_1	1175000	0.0007267156392297796	0.02743258016742781	0.0021868500991350094	0.002204258497057255	0.9299780000000001	0.031437125748502985	0.002994011976047905	0.0	0.3001497005988024	0.00187125748502994	0.6635479041916168	0.0	0.0	1150000	1200000	NotIntrogressed	22	No-peak	No-peak
OphioH327chr_1	1225000	0.0008209890873438764	0.030965773594593626	0.002662996626823845	0.002667802288200184	0.936738	0.029457364341085267	0.0003875968992248062	0.0003875968992248062	0.3573643410852713	0.0031007751937984496	0.6093023255813953	0.0	0.0	1200000	1250000	NotIntrogressed	23	No-peak	No-peak
OphioH327chr_1	1275000	0.0004831670490572334	0.033837667576350816	0.00115037428064578	0.0011733512237688598	0.9590690000000001	0.035660091047040966	0.0003793626707132018	0.0	0.3535660091047041	0.0007587253414264037	0.6096358118361154	0.0	0.0	1250000	1300000	NotIntrogressed	24	No-peak	No-peak
OphioH327chr_1	1325000	0.0009816753962498708	0.029610545464633844	0.0026955528508264244	0.002825111570107921	0.9460719999999999	0.04222317966393796	0.002585092632485997	0.0	0.33950883239982765	0.003877638948728996	0.6118052563550194	0.0	0.0	1300000	1350000	NotIntrogressed	25	No-peak	No-peak
OphioH327chr_1	1375000	0.000739357487237663	0.03139013197423585	0.0014965563204472395	0.0019531915884053877	0.9505459999999999	0.028931404573028462	0.00046663555762949143	0.00046663555762949143	0.35977601493233785	0.0027998133457769483	0.6075594960335977	0.0	0.0	1350000	1400000	NotIntrogressed	26	No-peak	No-peak
OphioH327chr_1	1425000	0.00047712215832972646	0.031602966836281825	0.0011233238664950724	0.001050635414113538	0.9575370000000001	0.01723376049491825	0.002209456473707468	0.0	0.33716305788775963	0.0030932390631904553	0.6398585947856827	0.00044189129474149366	0.0	1400000	1450000	NotIntrogressed	27	No-peak	No-peak
OphioH327chr_1	1475000	0.0011528685559174811	0.035925490786745805	0.003096179629655649	0.0031116250245999625	0.951275	0.05207100591715976	0.0015779092702169625	0.0	0.32504930966469425	0.007495069033530572	0.6138067061143985	0.0	0.0	1450000	1500000	NotIntrogressed	28	No-peak	No-peak
OphioH327chr_1	1525000	0.00025058091133004927	0.03842576612619024	0.0005920746123069722	0.0005581070641356288	0.96755	0.016292541636495298	0.0	0.0	0.3682114409847936	0.0003620564808110065	0.6151339608979001	0.0	0.0	1500000	1550000	NotIntrogressed	29	No-peak	No-peak
OphioH327chr_1	1575000	0.0004141212312882142	0.04349142132786518	0.001006284887611807	0.0010390611032267602	0.9559270000000001	0.01456752655538695	0.0003034901365705614	0.0	0.3587253414264037	0.0006069802731411228	0.6254931714719272	0.0003034901365705614	0.0	1550000	1600000	NotIntrogressed	30	No-peak	No-peak
OphioH327chr_1	1625000	0.0013531375659187265	0.029045473929789376	0.0011839915172084125	0.001343147512120315	0.9470700000000001	0.015494636471990463	0.0007945967421533573	0.0	0.30154946364719903	0.16726261422328167	0.5141040921732221	0.0007945967421533573	0.0	1600000	1650000	Introgressed	31	No-peak	No-peak
OphioH327chr_1	1675000	0.001821452080860989	0.031215659293637562	0.0013870136166046036	0.0014530564532434574	0.944473	0.014761414349467903	0.0017164435290078954	0.0	0.2873326467559217	0.2293168554754549	0.4668726398901476	0.0	0.0	1650000	1700000	Introgressed	32	No-peak	No-peak
OphioH327chr_1	1725000	0.0019766407447973713	0.027203257218969483	0.0020567886603971106	0.0022481731950575808	0.933744	0.017949740725967292	0.008376545672118069	0.0	0.2748304746709214	0.2365376944555245	0.4615077782209813	0.0007977662544874351	0.0	1700000	1750000	Introgressed	33	Undetermined	Undetermined
OphioH327chr_1	1775000	0.002300987193437683	0.02945909429934629	0.0029029947805583674	0.004232029920114311	0.930881	0.0169664065151001	0.010519172039362062	0.0	0.2785883949779437	0.20257889379029526	0.4899898201560909	0.0013573125212080082	0.0	1750000	1800000	Introgressed	34	Undetermined	Peak
OphioH327chr_1	1825000	0.0022209624203177176	0.029181036248986325	0.0026912575862572405	0.002639123823706915	0.925999	0.027244149493538247	0.001047851903597625	0.0	0.27837932238910235	0.21096751659098847	0.4820118756549074	0.0003492839678658749	0.0	1800000	1850000	Introgressed	35	Undetermined	Undetermined
OphioH327chr_1	1875000	0.002418221540835804	0.03205673287104086	0.0027374745419177205	0.0027791971430097605	0.930493	0.023287208909888626	0.0010124873439082012	0.0	0.2915963550455619	0.22983462706716165	0.4542693216334796	0.0	0.0	1850000	1900000	Introgressed	36	Undetermined	Undetermined
OphioH327chr_1	1925000	0.002534193799282384	0.03579141440949706	0.003278749395217133	0.0032976629480259137	0.933111	0.033322854448286705	0.0031436655139893115	0.0	0.29204652624960703	0.19585036152153407	0.47469349261238597	0.0009430996541967935	0.0	1900000	1950000	Introgressed	37	Undetermined	Undetermined
OphioH327chr_1	1975000	0.0023438504131388354	0.03083578560723325	0.0033083297038280605	0.003354429032071787	0.9334129999999999	0.04372881355932203	0.0	0.0	0.2745762711864407	0.21559322033898304	0.4661016949152542	0.0	0.0	1950000	2000000	Introgressed	38	Undetermined	Undetermined
OphioH327chr_1	2025000	0.002709840087804676	0.034374761992453325	0.003506114888217685	0.003366573322276009	0.931934	0.0536714833382483	0.0	0.0	0.2592155706281333	0.2170451194337953	0.4700678265998231	0.0	0.0	2000000	2050000	Introgressed	39	Undetermined	Undetermined
OphioH327chr_1	2075000	0.0021086530013159225	0.032956071390810124	0.0019232018903707648	0.0020116552098463805	0.937838	0.028606965174129355	0.00031094527363184084	0.0	0.2599502487562189	0.2332089552238806	0.4779228855721393	0.0	0.0	2050000	2100000	Introgressed	40	Undetermined	Undetermined
OphioH327chr_1	2125000	0.0022003731589226136	0.02769914837383701	0.002969388146721309	0.0035628775865467546	0.928679	0.027498063516653758	0.0	0.0	0.2838884585592564	0.2378001549186677	0.4508133230054222	0.0	0.0	2100000	2150000	Introgressed	41	Undetermined	Undetermined
OphioH327chr_1	2175000	0.001937642359508121	0.03218347538308442	0.0021044036669332234	0.002114471441544365	0.9401719999999999	0.022569444444444444	0.0	0.0	0.27118055555555554	0.23125	0.475	0.0	0.0	2150000	2200000	Introgressed	42	Undetermined	Undetermined
OphioH327chr_1	2225000	0.001753930265654649	0.030630522620012927	0.0015150742609348672	0.001676059679935859	0.9478120000000001	0.013041945717307015	0.0	0.0	0.2844554106450476	0.22206556221360596	0.4800845964046528	0.0	0.00035248501938667606	2200000	2250000	Undetermined	43	No-peak	No-peak
OphioH327chr_1	2275000	0.0016976127865145445	0.028553800252574733	0.001720331946588508	0.0017755514563807253	0.9463799999999999	0.01912777352716144	0.0	0.0	0.2712318286151492	0.2260902830910482	0.4835501147666412	0.0	0.0	2250000	2300000	Undetermined	44	No-peak	No-peak
OphioH327chr_1	2325000	0.0015564911252546896	0.03144329790114273	0.0017063051390646081	0.0017215591672107356	0.9493450000000001	0.023809523809523808	0.0	0.0	0.28424908424908424	0.189010989010989	0.5029304029304029	0.0	0.0	2300000	2350000	Undetermined	45	No-peak	No-peak
OphioH327chr_1	2375000	0.0004270815915229587	0.03057126868506096	0.0012871463329485776	0.0012477045775284485	0.967633	0.026526526526526525	0.0	0.0	0.3603603603603603	0.0025025025025025025	0.6106106106106106	0.0	0.0	2350000	2400000	Undetermined	46	No-peak	No-peak
OphioH327chr_1	2425000	0.0003345697896361274	0.031197662749487712	0.0010037584842761886	0.0013048733534838887	0.9753569999999999	0.029465930018416207	0.0013812154696132596	0.0	0.3655616942909761	0.001841620626151013	0.6012891344383057	0.0004604051565377533	0.0	2400000	2450000	NotIntrogressed	47	No-peak	No-peak
OphioH327chr_1	2475000	0.0006099076026810883	0.03035469499155485	0.002380634341723955	0.002199190892491886	0.966198	0.050814956855225316	0.0004793863854266538	0.0	0.336529242569511	0.004793863854266539	0.6073825503355704	0.0	0.0	2450000	2500000	NotIntrogressed	48	No-peak	No-peak
OphioH327chr_1	2525000	0.00023153830946221637	0.033527574826749264	0.0007511959516129808	0.0008420028085048584	0.973108	0.019696347968814115	0.0	0.0	0.35207221994255233	0.0016413623307345096	0.6265900697578991	0.0	0.0	2500000	2550000	NotIntrogressed	49	No-peak	No-peak
OphioH327chr_1	2575000	0.00018780763758583007	0.0311429293032552	0.0005952933906574015	0.0007415322668316387	0.976038	0.019617224880382776	0.0	0.0	0.3535885167464115	0.00047846889952153117	0.6263157894736842	0.0	0.0	2550000	2600000	NotIntrogressed	50	No-peak	No-peak
OphioH327chr_1	2625000	0.00014883244206773618	0.02838973132087648	0.0005781383611570643	0.0006375154003444933	0.9767819999999999	0.01276595744680851	0.0	0.0	0.375	0.0015957446808510635	0.6106382978723405	0.0	0.0	2600000	2650000	NotIntrogressed	51	No-peak	No-peak
OphioH327chr_1	2675000	0.0009381309134308703	0.03263679705819246	0.0035906194192044092	0.002114149519853441	0.962633	0.008857395925597875	0.00044286979627989367	0.0	0.4162976085031001	0.00044286979627989367	0.5739592559787422	0.0	0.0	2650000	2700000	NotIntrogressed	52	Undetermined	No-peak
OphioH327chr_1	2725000	0.001260915012017409	0.03287655976793847	0.0046201913070666465	0.002695246211349987	0.9608899999999999	0.0203810367744794	0.0004430660168365086	0.0	0.3881258307487816	0.0017722640673460343	0.5892778023925564	0.0	0.0	2700000	2750000	NotIntrogressed	53	Undetermined	No-peak
OphioH327chr_1	2775000	0.0004884451421455633	0.030777957393119424	0.0017344178634333411	0.001457634888687723	0.973392	0.0389937106918239	0.0018867924528301887	0.0	0.3805031446540881	0.0025157232704402514	0.5754716981132075	0.0006289308176100629	0.0	2750000	2800000	NotIntrogressed	54	No-peak	No-peak
OphioH327chr_1	2825000	0.0004382355548260013	0.03169125317394575	0.0017283344861911884	0.0014071692670926876	0.972274	0.02539981185324553	0.0	0.0	0.34854186265286924	0.0009407337723424273	0.6251175917215428	0.0	0.0	2800000	2850000	NotIntrogressed	55	No-peak	No-peak
OphioH327chr_1	2875000	0.0003922504191466175	0.0337263496329623	0.0013704076713140245	0.0013663107285694105	0.974931	0.02980427046263345	0.00044483985765124553	0.0	0.3545373665480427	0.0008896797153024912	0.6143238434163701	0.0	0.0	2850000	2900000	NotIntrogressed	56	No-peak	No-peak
OphioH327chr_1	2925000	0.00048607689045936396	0.031230322666328563	0.0024274607236164	0.002506801955876469	0.9684530000000001	0.029626623376623376	0.006899350649350649	0.0	0.3400974025974026	0.002435064935064935	0.6205357142857143	0.0004058441558441559	0.0	2900000	2950000	NotIntrogressed	57	No-peak	No-peak
OphioH327chr_1	2975000	0.00026440320292745096	0.03086279202219123	0.001063523752302653	0.0008730019207883871	0.9773200000000001	0.01890359168241966	0.0004725897920604915	0.0	0.3289224952741021	0.0004725897920604915	0.6512287334593573	0.0	0.0	2950000	3000000	NotIntrogressed	58	No-peak	No-peak
OphioH327chr_1	3025000	0.0004996037185413456	0.032352586092821815	0.0016213099221039974	0.0017045404437714493	0.967656	0.02708606378331149	0.0	0.0	0.3294014853647881	0.0021843599825251197	0.6413280908693753	0.0	0.0	3000000	3050000	NotIntrogressed	59	No-peak	No-peak
OphioH327chr_1	3075000	0.0003518685322928098	0.03205999606819325	0.0011762737489065384	0.00115669374411978	0.970734	0.020179372197309416	0.0	0.0	0.3807174887892377	0.0004484304932735426	0.5986547085201793	0.0	0.0	3050000	3100000	NotIntrogressed	60	No-peak	No-peak
OphioH327chr_1	3125000	0.00029496620970881744	0.02968050031689612	0.0008640317078323763	0.0008915664901074324	0.973261	0.020757654385054492	0.0010378827192527244	0.0	0.3627400103788272	0.0010378827192527244	0.6144265697976129	0.0	0.0	3100000	3150000	NotIntrogressed	61	No-peak	No-peak
OphioH327chr_1	3175000	0.00017801478852410532	0.03008590941893655	0.00044309667496596574	0.0004168763931346357	0.9771120000000001	0.015518028297581013	0.0	0.0	0.384299406663624	0.0009128251939753537	0.5992697398448197	0.0	0.0	3150000	3200000	NotIntrogressed	62	No-peak	No-peak
OphioH327chr_1	3225000	0.00018350936627326285	0.030311625054431364	0.0008974939215880146	0.0008170591678789643	0.975937	0.01992204417496752	0.00043308791684712	0.0	0.3772195755738415	0.00129926375054136	0.6011260285838025	0.0	0.0	3200000	3250000	NotIntrogressed	63	No-peak	No-peak
OphioH327chr_1	3275000	0.00013179633530338044	0.03104636570932281	0.0007302422160659013	0.0005889130718253095	0.973973	0.013090229079008885	0.0	0.0	0.3595137914913511	0.0009350163627863488	0.6264609630668536	0.0	0.0	3250000	3300000	NotIntrogressed	64	No-peak	No-peak
OphioH327chr_1	3325000	0.00015514640799625432	0.030649782282161163	0.0007268247107746117	0.000792098416360272	0.975942	0.01618277010947168	0.001903855306996668	0.0	0.3569728700618753	0.000951927653498334	0.623988576868158	0.0	0.0	3300000	3350000	NotIntrogressed	65	No-peak	No-peak
OphioH327chr_1	3375000	0.00012653713785119828	0.03232306690954169	0.0007064906898894802	0.0006864936745445183	0.9667389999999999	0.01539942252165544	0.0	0.0	0.370548604427334	0.0	0.6140519730510106	0.0	0.0	3350000	3400000	NotIntrogressed	66	No-peak	No-peak
OphioH327chr_1	3425000	0.00016068120895184368	0.030217961800606038	0.0005782250755864527	0.0005466231397459803	0.9770620000000001	0.01593011305241521	0.006166495375128468	0.0	0.355087358684481	0.001027749229188078	0.6217882836587872	0.0	0.0	3400000	3450000	NotIntrogressed	67	No-peak	No-peak
OphioH327chr_1	3475000	0.0001655186238893509	0.031550524112610265	0.0008746038539596004	0.0008726255451627081	0.9705969999999999	0.014038371548900329	0.0018717828731867104	0.0	0.3762283575105288	0.0004679457182966776	0.6069255966307908	0.0004679457182966776	0.0	3450000	3500000	NotIntrogressed	68	No-peak	No-peak
OphioH327chr_1	3525000	0.00017030650408255595	0.03216415386433045	0.0009749756439434164	0.0007708793584069207	0.974087	0.021164021164021163	0.0	0.0	0.3891293891293891	0.00048100048100048096	0.5892255892255892	0.0	0.0	3500000	3550000	NotIntrogressed	69	No-peak	No-peak
OphioH327chr_1	3575000	0.00029945552303126404	0.028423792143627124	0.0015988812194915945	0.0014979872725184086	0.975668	0.025278058645096056	0.0005055611729019212	0.0	0.3447927199191102	0.0005055611729019212	0.6289180990899899	0.0	0.0	3550000	3600000	NotIntrogressed	70	No-peak	No-peak
OphioH327chr_1	3625000	0.00018985207175341081	0.030564672567253686	0.0010162280019453023	0.0009420104144531422	0.97355	0.01723312589755864	0.0	0.0	0.34849210148396365	0.0004786979415988512	0.6337960746768789	0.0	0.0	3600000	3650000	NotIntrogressed	71	No-peak	No-peak
OphioH327chr_1	3675000	0.00012198444490047198	0.0295669835636415	0.0005285883486140652	0.0005243565996361247	0.975664	0.013975155279503106	0.0	0.0	0.3659420289855073	0.0005175983436853002	0.6195652173913043	0.0	0.0	3650000	3700000	NotIntrogressed	72	No-peak	No-peak
OphioH327chr_1	3725000	0.00012892470432826272	0.031052906320984317	0.0006151627478139941	0.000699001861975191	0.97151	0.015662078785002368	0.0	0.0	0.40389178927384906	0.00094921689606075	0.5794969150450878	0.0	0.0	3700000	3750000	NotIntrogressed	73	No-peak	No-peak
OphioH327chr_1	3775000	0.0003056921338247572	0.030909541317765032	0.0014684283477411466	0.001445300828914726	0.9715739999999999	0.03256621797655232	0.0	0.0	0.355188884064264	0.00303951367781155	0.6092053842813722	0.0	0.0	3750000	3800000	NotIntrogressed	74	No-peak	No-peak
OphioH327chr_1	3825000	0.00014945030539743214	0.0294084155872722	0.0007299736208134378	0.000706779795522458	0.97478	0.02059134107708553	0.0	0.0	0.3743400211193242	0.0005279831045406547	0.6045406546990496	0.0	0.0	3800000	3850000	NotIntrogressed	75	No-peak	No-peak
OphioH327chr_1	3875000	0.00018440228400377247	0.031221501239870494	0.0009209067348552492	0.0008983357926562977	0.967802	0.021958717610891524	0.0	0.0	0.3689064558629776	0.0004391743522178305	0.6086956521739131	0.0	0.0	3850000	3900000	NotIntrogressed	76	No-peak	No-peak
OphioH327chr_1	3925000	0.00013878959113895544	0.030047909266262968	0.0005350324543574162	0.000548007527240987	0.9714510000000001	0.01724941724941725	0.0	0.0	0.3813519813519813	0.0004662004662004662	0.600932400932401	0.0	0.0	3900000	3950000	NotIntrogressed	77	No-peak	No-peak
OphioH327chr_1	3975000	0.0007200422311406279	0.029214944560294137	0.004127970115044806	0.0041951099334432895	0.9642059999999999	0.06158759124087593	0.00045620437956204383	0.0	0.3822992700729927	0.0045620437956204385	0.5506386861313869	0.00045620437956204383	0.0	3950000	4000000	NotIntrogressed	78	No-peak	No-peak
OphioH327chr_1	4025000	9.638029575489736e-05	0.03165726292494951	0.0005287823101114582	0.0005771865032421443	0.977302	0.013022002694207451	0.0	0.0	0.304445442299057	0.0	0.6825325550067355	0.0	0.0	4000000	4050000	NotIntrogressed	79	No-peak	No-peak
OphioH327chr_1	4075000	0.00020707070018900268	0.03819736281504199	0.001071338822602158	0.0010927443692408075	0.9718620000000001	0.021864686468646862	0.0	0.0	0.36097359735973605	0.0020627062706270625	0.6150990099009901	0.0	0.0	4050000	4100000	NotIntrogressed	80	No-peak	No-peak
OphioH327chr_1	4125000	0.00017039652166607155	0.037420835036216064	0.0006196952567841628	0.0006337390426920819	0.97172	0.019755037534571317	0.0	0.0	0.3737653101540893	0.0023706045041485577	0.6041090478071909	0.0	0.0	4100000	4150000	NotIntrogressed	81	No-peak	No-peak
OphioH327chr_1	4175000	0.00015745194778067883	0.029588028641810718	0.0008004805794012442	0.0007358451446193075	0.979591	0.018009004502251125	0.0	0.0	0.3701850925462731	0.002001000500250125	0.6098049024512256	0.0	0.0	4150000	4200000	NotIntrogressed	82	No-peak	No-peak
OphioH327chr_1	4225000	0.000134261701566966	0.029889888790936577	0.0006718265247837918	0.0006501325091725866	0.9750540000000001	0.018580276322058126	0.0	0.0	0.3654121010004765	0.0009528346831824678	0.615054787994283	0.0	0.0	4200000	4250000	NotIntrogressed	83	No-peak	No-peak
OphioH327chr_1	4275000	0.000372381294816215	0.03247487290006487	0.0019164041868064718	0.0019029235754335144	0.968585	0.030744336569579287	0.00040453074433656965	0.0	0.3563915857605178	0.0036407766990291268	0.6088187702265372	0.0	0.0	4250000	4300000	NotIntrogressed	84	No-peak	No-peak
OphioH327chr_1	4325000	0.00027911450428647603	0.029201860997305075	0.0017167577706549905	0.0017868169500003285	0.9710559999999999	0.03783783783783784	0.0	0.0	0.33955773955773955	0.0014742014742014742	0.6211302211302211	0.0	0.0	4300000	4350000	NotIntrogressed	85	No-peak	No-peak
OphioH327chr_1	4375000	0.00020284697182668216	0.031157376799802374	0.001120139868891709	0.0008570455736386231	0.9722209999999999	0.023904382470119518	0.0	0.0	0.3377600708277999	0.0008853474988933156	0.6374501992031872	0.0	0.0	4350000	4400000	NotIntrogressed	86	No-peak	No-peak
OphioH327chr_1	4425000	0.0008595106348334046	0.029224009157257112	0.004349496700378862	0.003646552577946368	0.953626	0.06327372764786797	0.001375515818431912	0.0	0.3415864282439248	0.005960568546538285	0.5878037597432371	0.0	0.0	4400000	4450000	NotIntrogressed	87	No-peak	No-peak
OphioH327chr_1	4475000	0.00045413108713355046	0.029510583801578838	0.002513069743372045	0.002512880501179233	0.96891	0.03547459252157239	0.009587727708533078	0.0	0.35186960690316393	0.0019175455417066156	0.599712368168744	0.0014381591562799615	0.0	4450000	4500000	NotIntrogressed	88	No-peak	No-peak
OphioH327chr_1	4525000	0.00034606203734166807	0.03236499396395199	0.0019201250957777602	0.0019286064847416644	0.9656170000000001	0.02127659574468085	0.0076274588518667205	0.0	0.3821758329987957	0.0004014452027298274	0.5877157767964672	0.0008028904054596548	0.0	4500000	4550000	NotIntrogressed	89	No-peak	No-peak
OphioH327chr_1	4575000	0.0002694278571134614	0.03416541996959733	0.0013103222212922892	0.0012352248432658133	0.9661209999999999	0.02566158781074579	0.00040096230954290296	0.0	0.3773055332798717	0.0016038492381716116	0.595028067361668	0.0	0.0	4550000	4600000	NotIntrogressed	90	No-peak	No-peak
OphioH327chr_1	4625000	0.00027451401582530825	0.032657742737201005	0.0010796147880237188	0.0011178770426133304	0.968216	0.032952548330404216	0.0	0.0	0.35193321616871703	0.0035149384885764497	0.6115992970123023	0.0	0.0	4600000	4650000	NotIntrogressed	91	No-peak	No-peak
OphioH327chr_1	4675000	0.00015491549325552875	0.03387994329831176	0.0007611976994463732	0.0008934496711775307	0.966053	0.01978891820580475	0.0	0.0	0.3605980650835532	0.0	0.6196130167106421	0.0	0.0	4650000	4700000	NotIntrogressed	92	No-peak	No-peak
OphioH327chr_1	4725000	0.00015875478728910052	0.033892970208037075	0.000596305335247091	0.0006661307375788098	0.975585	0.017990346643264588	0.0	0.0	0.38306274681878016	0.0004387889425186485	0.5985081175954365	0.0	0.0	4700000	4750000	NotIntrogressed	93	No-peak	No-peak
OphioH327chr_1	4775000	0.00014233697761271882	0.034275107953745165	0.0007937154406870027	0.0007416066263692473	0.9692540000000001	0.01650846058605035	0.0	0.0	0.3363598844407759	0.0	0.6471316549731737	0.0	0.0	4750000	4800000	NotIntrogressed	94	No-peak	No-peak
