gene_ID,dxy_ame1/ame2,dxy_nov/ame1,dxy_nov/ame2,dxy_ulm/ame1,dxy_ulm/ame2,dxy_ulm/nov,dxy_nov/ame,dxy_ulm/ame,Length,JGI_ProteinID,Chrom,Gff_Start,Gff_Stop,Start,End,Description,dxy.ame1.ame2,dxy.ame1.nov,dxy.ame2.nov,dxy.ame1.ulm,dxy.ame2.ulm,dxy.nov.ulm,dxy.ame.ulm,dxy.ame.nov,dist.ame1,dist.ame2,dist.nov,high.ame1,high.ame2,high.nov,high1.a1a2,high1.anov,high05.a1a2,high05.anov
1978574,0.0,1.72727272727273,1.72727272727273,27.0,27.0,26.9090909090909,1.72727272727273,27.0,2451,1978574,OphioH327chr_1,76905,79722,76905,79722,Putative uncharacterized protein,0.0,0.0007047216349541942,0.0007047216349541942,0.011015911872705019,0.011015911872705019,0.010978821260339004,0.011015911872705019,0.0007047216349541942,0.0,0.0,0.0014094432699083884,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774,1978575,OphioH327chr_1,80724,81497,80724,81497,Putative uncharacterized protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978576,0.0,0.818181818181818,0.818181818181818,10.0,10.0,10.8181818181818,0.818181818181818,10.0,339,1978576,OphioH327chr_1,82522,82930,82522,82930,Uncharacterized oxidoreductase,0.0,0.0024135156878519705,0.0024135156878519705,0.029498525073746312,0.029498525073746312,0.03191204076159823,0.029498525073746312,0.0024135156878519705,0.0,0.0,0.004827031375703941,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978577,0.0,0.0,0.0,14.714285714285701,14.714285714285701,14.714285714285701,0.0,14.714285714285701,579,1978577,OphioH327chr_1,83705,84516,83705,84516,Inorganic phosphate transport protein PHO88,0.0,0.0,0.0,0.02541327411793731,0.02541327411793731,0.02541327411793731,0.02541327411793731,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978578,0.0666666666666667,0.112121212121212,0.0454545454545455,29.0666666666667,29.0,29.0454545454545,0.112121212121212,29.0666666666667,1233,1978578,OphioH327chr_1,85043,86426,85043,86426,DNA repair protein RAD14,5.406866720735336e-05,9.093366757600324e-05,3.686500036865004e-05,0.023573938902406083,0.023519870235198703,0.023556735235567314,0.023573938902406083,9.093366757600324e-05,0.00010813733441470658,1.4907779871675686e-19,7.373000073729994e-05,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978579,0.530769230769231,0.527272727272727,0.122377622377622,43.8190476190476,43.324175824175796,43.3766233766234,0.527272727272727,43.8190476190476,2577,1978579,OphioH327chr_1,87351,89985,87351,89985,Striatin Pro11,0.00020596400107459486,0.00020460718947331276,4.7488406044866895e-05,0.01700389895966147,0.016811864891026696,0.016832217065045944,0.01700389895966147,0.00020460718947331276,0.00036308278450304074,4.884521764614901e-05,4.6131594443584806e-05,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978580,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,429,1978580,OphioH327chr_1,91579,92627,91579,92627,Histone H2A,0.0,0.0,0.0,0.009324009324009324,0.009324009324009324,0.009324009324009324,0.009324009324009324,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978581,0.0,1.72727272727273,1.72727272727273,19.8571428571429,19.8571428571429,21.584415584415602,1.72727272727273,19.8571428571429,879,1978581,OphioH327chr_1,93662,94540,93662,94540,Alpha/beta-hydrolase,0.0,0.001965042920674323,0.001965042920674323,0.022590606208353698,0.022590606208353698,0.02455564912902799,0.022590606208353698,0.001965042920674323,0.0,0.0,0.003930085841348646,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978582,0.0,0.0,0.0,40.0,40.0,40.0,0.0,40.0,2139,1978582,OphioH327chr_1,97450,99588,97450,99588,RNA-binding post-transcriptional regulator cip2 (Csx1-interacting protein 2),0.0,0.0,0.0,0.018700327255726974,0.018700327255726974,0.018700327255726974,0.018700327255726974,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978583,0.0666666666666667,59.0212121212121,58.954545454545496,82.7809523809524,82.71428571428571,28.6688311688312,59.0212121212121,82.7809523809524,3885,1978583,OphioH327chr_1,101431,105315,101431,105315,RNA-dependent RNA polymerase,1.7160017160017166e-05,0.015192075192075187,0.015174915174915185,0.021307838450695598,0.021290678433535576,0.007379364522221673,0.021307838450695598,0.015192075192075187,3.432003432001819e-05,1.5612511283791264e-17,0.030349830349830353,No_outlier,No_outlier,Outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978584,0.0666666666666667,0.0666666666666667,0.0,44.352380952381,44.28571428571429,44.28571428571429,0.0666666666666667,44.352380952381,1632,1978584,OphioH327chr_1,106472,108103,106472,108103,Alpha/beta-hydrolase,4.0849673202614397e-05,4.0849673202614397e-05,0.0,0.027176704014939337,0.0271358543417367,0.0271358543417367,0.027176704014939337,4.0849673202614397e-05,8.169934640522879e-05,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978585,0.0,0.0,0.0,17.0,17.0,17.0,0.0,17.0,516,1978585,OphioH327chr_1,108603,109118,108603,109118,Putative uncharacterized protein,0.0,0.0,0.0,0.03294573643410853,0.03294573643410853,0.03294573643410853,0.03294573643410853,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978586,0.0666666666666667,0.93030303030303,0.8636363636363641,22.780952380952396,22.714285714285698,23.5779220779221,0.93030303030303,22.780952380952396,1170,1978586,OphioH327chr_1,110000,111169,110000,111169,26S protease regulatory subunit 8 homolog (Protein CIM3/SUG1/TBY1),5.6980056980057005e-05,0.0007951307951307949,0.0007381507381507386,0.019470899470899482,0.0194139194139194,0.02015207015207017,0.019470899470899482,0.0007951307951307949,0.00011396011396011335,7.589415207398531e-19,0.0014763014763014765,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978587,1.12307692307692,13.2617283950617,13.401709401709399,63.2190476190476,63.28571428571429,51.84656084656079,13.2617283950617,63.2190476190476,3234,1978587,OphioH327chr_1,111812,115045,111812,115045,"HMG-I/HMG-Y, DNA-binding protein",0.00034727177584320345,0.004100719973735838,0.004144004144004143,0.01954825220131342,0.01956886650764202,0.01603171331062486,0.01954825220131342,0.004100719973735838,0.0003039876055748979,0.00039055594611150934,0.007897452341896778,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978588,0.0666666666666667,0.0666666666666667,0.0,7.06666666666667,7.0,7.0,0.0666666666666667,7.06666666666667,477,1978588,OphioH327chr_1,118698,119525,118698,119525,Putative uncharacterized protein,0.00013976240391334736,0.00013976240391334736,0.0,0.014814814814814822,0.014675052410901468,0.014675052410901468,0.014814814814814822,0.00013976240391334736,0.0002795248078266947,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978589,0.592307692307692,0.44545454545454494,1.00699300699301,18.4,18.961538461538503,18.0454545454545,0.44545454545454494,18.4,1326,1978589,OphioH327chr_1,120452,121777,120452,121777,Endothiapepsin (Aspartate protease),0.0004466875507599487,0.00033593857123268846,0.0007594215739012141,0.013876319758672699,0.014299802761341254,0.013608940079528281,0.013876319758672699,0.00033593857123268846,2.3204548091423026e-05,0.0008701705534284744,0.0006486725943739539,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978590,0.530769230769231,0.663636363636364,0.258741258741259,84.8190476190476,84.3241758241758,84.3311688311688,0.663636363636364,84.8190476190476,3021,1978590,OphioH327chr_1,123226,126246,123226,126246,Heat shock protein 70 homolog,0.00017569322435260874,0.00021967440040925656,8.564755337347202e-05,0.028076480509449716,0.027912669918628202,0.027914984717368023,0.028076480509449716,0.00021967440040925656,0.0003097200713883932,4.166637731682423e-05,0.00012962872943011983,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978591,0.0,0.0,0.0,19.0,19.0,19.0,0.0,19.0,1635,1978591,OphioH327chr_1,127181,128815,127181,128815,Threonine synthase,0.0,0.0,0.0,0.011620795107033639,0.011620795107033639,0.011620795107033639,0.011620795107033639,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978592,0.0,0.0,0.0,20.2857142857143,20.2857142857143,20.2857142857143,0.0,20.2857142857143,1149,1978592,OphioH327chr_1,129409,130639,129409,130639,Putative uncharacterized protein,0.0,0.0,0.0,0.017655103816983726,0.017655103816983726,0.017655103816983726,0.017655103816983726,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978593,0.0666666666666667,0.475757575757576,0.409090909090909,20.9238095238095,20.8571428571429,20.448051948051898,0.475757575757576,20.9238095238095,1845,1978593,OphioH327chr_1,131881,133725,131881,133725,Histidine acid phosphatase,3.613369467028005e-05,0.0002578631846924531,0.0002217294900221729,0.01134081817008645,0.011304684475416205,0.011082954985393982,0.01134081817008645,0.0002578631846924531,7.226738934056027e-05,-1.6263032587282567e-19,0.00044345898004434595,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978594,0.0,1.76190476190476,1.76190476190476,95.2857142857143,95.2857142857143,95.23809523809521,1.76190476190476,95.2857142857143,4434,1978594,OphioH327chr_1,134707,139140,134707,139140,C2H2 zinc-finger domain-containing protein,0.0,0.0003973623730051331,0.0003973623730051331,0.021489786713061412,0.021489786713061412,0.02147904718946667,0.021489786713061412,0.0003973623730051331,0.0,0.0,0.0007947247460102662,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978595,0.0,0.9047619047619051,0.9047619047619051,55.0,55.0,54.0952380952381,0.9047619047619051,55.0,1638,1978595,OphioH327chr_1,142087,143724,142087,143724,Putative uncharacterized protein,0.0,0.0005523576952148382,0.0005523576952148382,0.033577533577533576,0.033577533577533576,0.03302517588231874,0.033577533577533576,0.0005523576952148382,0.0,0.0,0.0011047153904296765,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978596,0.0,0.0,0.0,1.7142857142857097,1.7142857142857097,1.7142857142857097,0.0,1.7142857142857097,648,1978596,OphioH327chr_1,146244,146943,146244,146943,ER lumen protein retaining receptor,0.0,0.0,0.0,0.0026455026455026384,0.0026455026455026384,0.0026455026455026384,0.0026455026455026384,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978597,0.530769230769231,0.812698412698413,0.412087912087912,29.819047619047602,29.3241758241758,29.6666666666667,0.812698412698413,29.819047619047602,1284,1978597,OphioH327chr_1,147697,148980,147697,148980,Ubiquitin and WLM domain-containing protein,0.0004133716750539182,0.0006329426890174557,0.0003209407415014891,0.023223557335706854,0.02283814316524595,0.02310488058151612,0.023223557335706854,0.0006329426890174557,0.0007253736225698846,0.00010136972753795168,0.0005405117554650265,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978598,0.0,0.0952380952380952,0.0952380952380952,18.0,18.0,18.0,0.0952380952380952,18.0,987,1978598,OphioH327chr_1,149335,150383,149335,150383,Mannosylphosphorylation protein,0.0,9.649249770830314e-05,9.649249770830314e-05,0.0182370820668693,0.0182370820668693,0.0182370820668693,0.0182370820668693,9.649249770830314e-05,0.0,0.0,0.0001929849954166063,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978599,2.65384615384615,2.4412698412698397,4.02014652014652,33.704761904761895,34.1996336996337,32.380952380952394,2.4412698412698397,33.704761904761895,2826,1978599,OphioH327chr_1,153903,158265,153903,158265,WD repeat protein,0.0009390821492732308,0.0008638605241577636,0.0014225571550412314,0.011926667340680076,0.012101781210061465,0.011458228018737577,0.011926667340680076,0.0008638605241577636,0.00038038551838976277,0.0014977787801566985,0.0013473355299257641,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978600,0.0,0.0,0.0,40.0476190476191,40.0476190476191,40.0476190476191,0.0,40.0476190476191,1392,1978600,OphioH327chr_1,159385,160776,159385,160776,Sterol carrier protein,0.0,0.0,0.0,0.028769841269841306,0.028769841269841306,0.028769841269841306,0.028769841269841306,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978601,0.0,0.0952380952380952,0.0952380952380952,41.761904761904795,41.761904761904795,41.8571428571429,0.0952380952380952,41.761904761904795,2949,1978601,OphioH327chr_1,161735,164838,161735,164838,Oleate activated transcription factor 3,0.0,3.229504755445751e-05,3.229504755445751e-05,0.014161378352629636,0.014161378352629636,0.014193673400184095,0.014161378352629636,3.229504755445751e-05,0.0,0.0,6.459009510891502e-05,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978602,0.0769230769230769,0.9047619047619051,0.9816849816849821,41.9047619047619,41.981684981685,41.0,0.9047619047619051,41.9047619047619,1746,1978602,OphioH327chr_1,172896,174641,172896,174641,Putative box C/D snoRNA protein SPCC613.07,4.405674508767291e-05,0.0005181912398407245,0.0005622479849283975,0.02400043637157039,0.024044493116658076,0.023482245131729668,0.02400043637157039,0.0005181912398407245,-1.0842021724855044e-19,8.811349017534586e-05,0.001036382479681449,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978603,0.592307692307692,1.3047619047619,1.86630036630037,22.4,22.961538461538503,21.095238095238102,1.3047619047619,22.4,1494,1978603,OphioH327chr_1,176545,178038,176545,178038,Putative uncharacterized protein,0.0003964576253732878,0.0008733346082743641,0.001249197032329565,0.01499330655957162,0.015369168983626842,0.014119971951297257,0.01499330655957162,0.0008733346082743641,2.0595201318086755e-05,0.0007723200494284889,0.0017260740152306416,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978604,0.0,0.0476190476190476,0.0476190476190476,24.238095238095198,24.238095238095198,24.285714285714302,0.0476190476190476,24.238095238095198,1557,1978604,OphioH327chr_1,178979,180964,178979,180964,putative G2/M phase checkpoint control protein,0.0,3.0583845612747334e-05,3.0583845612747334e-05,0.015567177416888374,0.015567177416888374,0.015597761262501158,0.015567177416888374,3.0583845612747334e-05,0.0,0.0,6.116769122549467e-05,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978605,0.0,0.9523809523809521,0.9523809523809521,41.0,41.0,41.9523809523809,0.9523809523809521,41.0,2154,1978605,OphioH327chr_1,181638,183791,181638,183791,Nulp1-pending protein,0.0,0.0004421452889419462,0.0004421452889419462,0.01903435468895079,0.01903435468895079,0.019476499977892713,0.01903435468895079,0.0004421452889419462,0.0,0.0,0.0008842905778838924,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,1978606,OphioH327chr_1,185058,185389,185058,185389,Metal homeostasis factor atx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978607,22.292307692307702,24.9090909090909,34.3566433566434,30.1301587301587,28.1978021978022,27.3333333333333,24.9090909090909,30.1301587301587,2433,1978607,OphioH327chr_1,186720,189294,186720,189294,Ankyrin repeat and protein kinase domain-containing protein 1,0.009162477473204974,0.010238015170197658,0.014121102900387752,0.012383953444372668,0.01158972552314106,0.011234415673379902,0.012383953444372668,0.010238015170197658,0.0052793897430148794,0.013045565203395067,0.015196640597380438,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978608,3.24615384615385,8.77142857142857,9.12087912087912,9.17142857142857,9.23809523809524,12.380952380952401,8.77142857142857,9.17142857142857,708,1978608,OphioH327chr_1,190040,190747,190040,190747,Putative uncharacterized protein,0.004584963059539336,0.012389023405972557,0.01288259762836034,0.012953995157384986,0.01304815711595373,0.017487220877051415,0.012953995157384986,0.012389023405972557,0.0040913888371515526,0.005078537281927118,0.020686657974793562,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978609,9.46410256410256,14.720634920634902,17.8663003663004,38.066666666666706,39.884615384615394,35.0476190476191,14.720634920634902,38.066666666666706,2865,1978609,OphioH327chr_1,191658,194522,191658,194522,C-myc promoter-binding protein (DENN domain-containing protein 4A),0.00330335168031503,0.005138092467935393,0.006236055974275881,0.013286794648051206,0.013921331722378846,0.012233025845591309,0.013286794648051206,0.005138092467935393,0.002205388173974542,0.004401315186655518,0.008070796761896246,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978610,18.897435897435898,21.1587301587302,8.846153846153848,120.01904761904801,121.20879120879101,121.26303854875299,21.1587301587302,120.01904761904801,5538,1978610,OphioH327chr_1,201258,207047,201258,207047,Kinesin-like protein KIF21B (Kinesin-like protein KIF6),0.0034123213971534666,0.0038206446657150957,0.0015973553351668198,0.021671911812756954,0.021886744530298125,0.021896540005191943,0.021671911812756954,0.0038206446657150957,0.005635610727701743,0.0011890320666051906,0.0020056786037284486,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978611,13.861538461538501,20.357575757575802,24.3321678321678,14.7428571428571,20.2857142857143,21.129870129870103,20.357575757575802,14.7428571428571,2505,1978611,OphioH327chr_1,213966,216689,213966,216689,Putative uncharacterized protein,0.005533548288039322,0.008126776749531259,0.009713440252362395,0.005885372112917005,0.00809808953521529,0.00843507789615573,0.005885372112917005,0.008126776749531259,0.003946884785208184,0.007120211790870457,0.012306668713854333,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978612,11.8102564102564,15.917460317460302,9.09157509157509,16.0952380952381,12.285714285714299,16.0408163265306,15.917460317460302,16.0952380952381,2901,1978612,OphioH327chr_1,218009,220909,218009,220909,Crossover junction endonuclease eme1 (Essential meiotic endonuclease 1),0.004071098383404481,0.005486887389679525,0.003133945222880072,0.005548168940102757,0.004234992859605067,0.005529409281809928,0.005548168940102757,0.005486887389679525,0.006424040550203934,0.0017181562166050284,0.004549734229155116,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978613,40.869230769230796,54.116049382716,31.2236467236467,89.9333333333333,87.74175824175819,70.8148148148148,54.116049382716,89.9333333333333,7194,1978613,OphioH327chr_1,221365,228558,221365,228558,E3 ubiquitin-protein ligase ubr1 (N-end-recognizing protein),0.005681016231474951,0.007522386625342785,0.004340234462558618,0.012501158372718,0.012196519077253016,0.009843593941453265,0.012501158372718,0.007522386625342785,0.008863168394259118,0.002498864068690784,0.006181604856426453,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978614,0.0,0.05,0.05,2.0,2.0,2.05,0.05,2.0,153,1978614,OphioH327chr_1,229977,230247,229977,230247,Cytochrome b-c1 complex subunit 9 (Complex III subunit 9),0.0,0.00032679738562091506,0.00032679738562091506,0.013071895424836602,0.013071895424836602,0.013398692810457516,0.013071895424836602,0.00032679738562091506,0.0,0.0,0.0006535947712418301,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978615,8.55897435897436,9.609523809523811,5.01831501831502,13.8,17.692307692307697,18.4761904761905,9.609523809523811,13.8,675,1978615,OphioH327chr_1,231150,231824,231150,231824,Partner of Y14 and mago (Protein wibg homolog),0.012679962013295349,0.014236331569664905,0.007434540767874104,0.020444444444444446,0.026210826210826217,0.02737213403880074,0.020444444444444446,0.014236331569664905,0.01948175281508615,0.005878171211504546,0.00899091032424366,Outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978616,6.36923076923077,9.60333333333333,5.1,20.266666666666698,16.307692307692303,14.55,9.60333333333333,20.266666666666698,1170,1978616,OphioH327chr_1,232377,233682,232377,233682,Uridine nucleosidase,0.005443786982248521,0.008207977207977205,0.004358974358974359,0.017321937321937347,0.013938198553583164,0.012435897435897436,0.017321937321937347,0.008207977207977205,0.009292789831251367,0.001594784133245675,0.0071231645847030425,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978617,3.82051282051282,29.41,29.834615384615397,49.7714285714286,48.6483516483516,45.6071428571429,29.41,49.7714285714286,1953,1978617,OphioH327chr_1,234433,236385,234433,236385,Red-like protein,0.0019562277626793754,0.015058883768561187,0.015276300760171734,0.025484602443127804,0.02490955025517235,0.02335235169336554,0.025484602443127804,0.015058883768561187,0.0017388107710688272,0.002173644754289923,0.028378956766053544,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
1978618,49.753846153846204,54.7714285714286,35.7326007326007,76.71428571428571,82.3296703296703,85.1428571428571,54.7714285714286,76.71428571428571,4020,1978618,OphioH327chr_1,236782,240801,236782,240801,DNA repair protein REV1,0.012376578645235375,0.013624733475479751,0.008888706649900673,0.019083155650319827,0.02048001749494286,0.021179815209665945,0.019083155650319827,0.013624733475479751,0.017112605470814453,0.007640551819656298,0.01013686148014505,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier,No_outlier
