Chr	WinCenter	Pi_AME2	Dxy_A2U	Dxy_A1A2	Dxy_A2N	Fst_A2U	AME2_P	AME2_N1S	AME2_N2S	AME2_NS	AME2_US	AME2_UNS	AME2_UN1S	AME2_UN2S	Start	Stop	Class	Win	CommonTo3	CommonAME2
OphioH327chr_1	575000	0.00028117703289882057	0.03401866437292984	0.002198682859440283	0.003938973468709565	0.9482280000000001	0.0003765060240963856	0.0003765060240963856	0.0	0.3448795180722892	0.0	0.6543674698795181	0.0	0.0	550000	600000	NotIntrogressed	10	Undetermined	No-peak
OphioH327chr_1	625000	0.00021522881855296942	0.03430148604083074	0.0017244309112358707	0.0030469301732767512	0.9598979999999999	0.00041101520756267986	0.00041101520756267986	0.0	0.3678586107685984	0.0	0.6313193588162762	0.0	0.0	600000	650000	NotIntrogressed	11	No-peak	No-peak
OphioH327chr_1	675000	0.00022482272282076397	0.032168040867650564	0.0018768061584419808	0.0026936119197927197	0.948793	0.0008499787505312367	0.0	0.0	0.3625159371015725	0.0	0.6366340841478964	0.0	0.0	650000	700000	NotIntrogressed	12	No-peak	No-peak
OphioH327chr_1	725000	0.00021970451249326648	0.03100547978039218	0.0016577662888588884	0.0031694060799191586	0.944149	0.0	0.0007791195948578108	0.0	0.3506038176860148	0.0	0.6486170627191273	0.0	0.0	700000	750000	NotIntrogressed	13	No-peak	No-peak
OphioH327chr_1	775000	0.00042503680710467606	0.03191031583088968	0.001400619925543099	0.003021176444262168	0.941528	0.0	0.0010783608914450037	0.0003594536304816679	0.3565780014378145	0.0	0.6419841840402588	0.0	0.0	750000	800000	NotIntrogressed	14	No-peak	No-peak
OphioH327chr_1	825000	0.00026099123814995686	0.031720681675286425	0.0008010724934924462	0.002028589002826266	0.949102	0.0003965107057890563	0.0	0.0	0.3509119746233148	0.0	0.6486915146708961	0.0	0.0	800000	850000	NotIntrogressed	15	No-peak	No-peak
OphioH327chr_1	875000	0.0004744650397179389	0.03526276975985067	0.0017324301281481627	0.0022970480622544857	0.943815	0.0006633499170812604	0.0	0.0003316749585406302	0.4043117744610282	0.0	0.59469320066335	0.0	0.0	850000	900000	NotIntrogressed	16	No-peak	No-peak
OphioH327chr_1	925000	0.00046339802418596883	0.0326547417405835	0.0020265659643867594	0.002630785477743773	0.943153	0.00035323207347227127	0.0	0.0	0.3387495584599082	0.0	0.6608972094666196	0.0	0.0	900000	950000	NotIntrogressed	17	No-peak	No-peak
OphioH327chr_1	975000	0.00013128115942028984	0.031733136772301565	0.0011385763165437624	0.002729736147780175	0.94881	0.0003868471953578337	0.0003868471953578337	0.0	0.3272727272727273	0.0	0.6719535783365571	0.0	0.0	950000	1000000	NotIntrogressed	18	No-peak	No-peak
OphioH327chr_1	1025000	0.0004966438746438749	0.03623509682082805	0.0026478279414754525	0.010815478083865628	0.9456	0.0003979307600477517	0.0019896538002387586	0.0003979307600477517	0.3103859928372463	0.0	0.6868284918424195	0.0	0.0	1000000	1050000	NotIntrogressed	19	Undetermined	No-peak
OphioH327chr_1	1075000	0.00012589455732946297	0.03115860178186136	0.001035408940419448	0.0021023436452807147	0.950235	0.00040816326530612246	0.00040816326530612246	0.0	0.3163265306122449	0.0	0.6828571428571428	0.0	0.0	1050000	1100000	NotIntrogressed	20	No-peak	No-peak
OphioH327chr_1	1125000	0.0002669235077817684	0.03513428460642685	0.0013312962858225616	0.00315256461638057	0.940105	0.0007097232079489	0.00035486160397445	0.0	0.3701206529453513	0.0	0.6288147622427254	0.0	0.0	1100000	1150000	NotIntrogressed	21	No-peak	No-peak
OphioH327chr_1	1175000	0.0001964725052579993	0.027456422474418055	0.0009528851819431539	0.002204258497057255	0.939692	0.0	0.0007760962359332558	0.0	0.3112145906092356	0.0	0.6880093131548312	0.0	0.0	1150000	1200000	NotIntrogressed	22	No-peak	No-peak
OphioH327chr_1	1225000	0.00033793639560908016	0.031348141365553917	0.0016424853167582468	0.002667802288200184	0.944974	0.0004006410256410256	0.0	0.0004006410256410256	0.3693910256410257	0.0	0.6298076923076923	0.0	0.0	1200000	1250000	NotIntrogressed	23	No-peak	No-peak
OphioH327chr_1	1275000	4.8937927582179214e-05	0.033748155221945575	0.00022934622530290766	0.0011733512237688598	0.965261	0.0003937007874015748	0.0	0.0	0.3669291338582677	0.0	0.6326771653543307	0.0	0.0	1250000	1300000	NotIntrogressed	24	No-peak	No-peak
OphioH327chr_1	1325000	0.00019166932609416447	0.02980784663304268	0.0006766929550309184	0.002825111570107921	0.96034	0.0009045680687471732	0.0004522840343735866	0.0	0.35639981908638624	0.0	0.642243328810493	0.0	0.0	1300000	1350000	NotIntrogressed	25	No-peak	No-peak
OphioH327chr_1	1375000	0.0003160654525565189	0.03173126288593063	0.0014992765020251598	0.0019531915884053877	0.957809	0.0014423076923076926	0.0009615384615384617	0.00048076923076923085	0.37067307692307694	0.0	0.6259615384615385	0.00048076923076923085	0.0	1350000	1400000	NotIntrogressed	26	No-peak	No-peak
OphioH327chr_1	1425000	0.00011176172414503928	0.03188127475543648	0.0006133168919532898	0.001050635414113538	0.963686	0.0004520795660036166	0.0	0.0	0.3449367088607595	0.0	0.6546112115732369	0.0	0.0	1400000	1450000	NotIntrogressed	27	No-peak	No-peak
OphioH327chr_1	1475000	4.146186606405633e-05	0.03588169050501154	0.0002446669583432416	0.0031116250245999625	0.967449	0.001258917331095258	0.0	0.0	0.3457826269408309	0.0	0.6529584557280739	0.0	0.0	1450000	1500000	NotIntrogressed	28	No-peak	No-peak
OphioH327chr_1	1525000	6.975260673234811e-05	0.03852462958248605	0.0003605345631557232	0.0005581070641356288	0.96962	0.00036805299963194705	0.0	0.0	0.3743099006256901	0.0	0.6253220463746779	0.0	0.0	1500000	1550000	NotIntrogressed	29	No-peak	No-peak
OphioH327chr_1	1575000	0.00012588774563548959	0.04323885795991912	0.0006625200797790799	0.0010390611032267602	0.95855	0.0012319063751154912	0.0	0.0	0.3640283338466277	0.0	0.6347397597782568	0.0	0.0	1550000	1600000	NotIntrogressed	30	No-peak	No-peak
OphioH327chr_1	1625000	0.00013894013028642333	0.02963694524699233	0.0006256361324247249	0.001343147512120315	0.9703729999999999	0.0	0.0	0.0	0.36952288218111	0.00048685491723466414	0.6299902629016553	0.0	0.0	1600000	1650000	NotIntrogressed	31	No-peak	No-peak
OphioH327chr_1	1675000	6.537829930024146e-05	0.0319489886989832	0.00031705252012615863	0.0014530564532434574	0.97601	0.00045495905368516835	0.0	0.0	0.3808007279344859	0.0	0.618744313011829	0.0	0.0	1650000	1700000	NotIntrogressed	32	No-peak	No-peak
OphioH327chr_1	1725000	0.00020083939901213138	0.027493316023818683	0.0008463818329275435	0.0022481731950575808	0.969886	0.0005414185165132649	0.0	0.0	0.3730373578776394	0.0	0.6264212236058473	0.0	0.0	1700000	1750000	NotIntrogressed	33	Undetermined	No-peak
OphioH327chr_1	1775000	0.0007552714468094013	0.03047936179706643	0.002680983581895066	0.004232029920114311	0.961368	0.0	0.00044130626654898496	0.0	0.3623124448367167	0.0	0.6372462488967343	0.0	0.0	1750000	1800000	NotIntrogressed	34	Undetermined	Peak
OphioH327chr_1	1825000	0.00013780078939378603	0.029902005571623407	0.0006123346125330122	0.002639123823706915	0.9657479999999999	0.0009178522257916477	0.0	0.0	0.3657641119779715	0.0	0.6333180357962368	0.0	0.0	1800000	1850000	NotIntrogressed	35	Undetermined	No-peak
OphioH327chr_1	1875000	0.0004516432806725419	0.03254685686408613	0.0022285608478287817	0.0027791971430097605	0.964558	0.0013556258472661544	0.0	0.0	0.3904202440126525	0.0	0.6082241301400814	0.0	0.0	1850000	1900000	NotIntrogressed	36	Undetermined	No-peak
OphioH327chr_1	1925000	9.261211027310429e-05	0.03657241834004769	0.0003717985100654087	0.0032976629480259137	0.971225	0.0	0.0	0.0	0.3808938089380894	0.0	0.6191061910619107	0.0	0.0	1900000	1950000	NotIntrogressed	37	Undetermined	No-peak
OphioH327chr_1	1975000	5.2818213352921974e-05	0.03148234278472844	0.0002612365202695016	0.003354429032071787	0.9748950000000001	0.00182648401826484	0.00045662100456621	0.0	0.3698630136986301	0.0	0.6278538812785388	0.0	0.0	1950000	2000000	NotIntrogressed	38	Undetermined	No-peak
OphioH327chr_1	2025000	9.941596255798542e-05	0.03530886967484232	0.0007893032897666125	0.003366573322276009	0.974295	0.0012106537530266347	0.0008071025020177562	0.0	0.35472154963680386	0.0	0.6432606941081518	0.0	0.0	2000000	2050000	NotIntrogressed	39	Undetermined	No-peak
OphioH327chr_1	2075000	9.869386970077337e-05	0.033607395896601416	0.0009531610754369473	0.0020116552098463805	0.971928	0.00042122999157540015	0.0	0.0	0.3521482729570345	0.0	0.6474304970513901	0.0	0.0	2050000	2100000	NotIntrogressed	40	Undetermined	No-peak
OphioH327chr_1	2125000	0.00017097629897871994	0.028394848572779668	0.0014045128439527607	0.0035628775865467546	0.9697959999999999	0.0015789473684210526	0.0	0.0	0.3857894736842105	0.0	0.6126315789473684	0.0	0.0	2100000	2150000	NotIntrogressed	41	Undetermined	No-peak
OphioH327chr_1	2175000	9.080602561410876e-05	0.03280083248262364	0.0005768958313816082	0.002114471441544365	0.9723639999999999	0.0004649000464900047	0.0004649000464900047	0.0	0.3630869363086937	0.0	0.6359832635983264	0.0	0.0	2150000	2200000	NotIntrogressed	42	Undetermined	No-peak
OphioH327chr_1	2225000	8.076152957676759e-05	0.03148955054761892	0.0005422709564444579	0.001676059679935859	0.9788110000000001	0.0	0.00046061722708429296	0.0	0.3717181022570244	0.0	0.627360663288807	0.0	0.00046061722708429296	2200000	2250000	NotIntrogressed	43	No-peak	No-peak
OphioH327chr_1	2275000	3.997388335938143e-05	0.02920454162885508	0.00029363539494638987	0.0017755514563807253	0.9785530000000001	0.0	0.0	0.0	0.35935124176381145	0.0	0.6406487582361885	0.0	0.0	2250000	2300000	NotIntrogressed	44	No-peak	No-peak
OphioH327chr_1	2325000	4.656834653278155e-05	0.03208066903724488	0.00032987001993092986	0.0017215591672107356	0.975606	0.0	0.0	0.0	0.3610981852024197	0.0	0.6389018147975802	0.0	0.0	2300000	2350000	NotIntrogressed	45	No-peak	No-peak
OphioH327chr_1	2375000	4.375865006961617e-05	0.030628555125002867	0.0002558467271785876	0.0012477045775284485	0.9741290000000001	0.002570694087403599	0.0	0.0	0.3701799485861183	0.0	0.6272493573264781	0.0	0.0	2350000	2400000	NotIntrogressed	46	No-peak	No-peak
OphioH327chr_1	2425000	0.00015050793940870694	0.031346227635835104	0.0007634441987578223	0.0013048733534838887	0.978527	0.0004723665564478035	0.007557864903164856	0.0	0.375059045819556	0.0	0.6169107227208314	0.0	0.0	2400000	2450000	NotIntrogressed	47	No-peak	No-peak
OphioH327chr_1	2475000	8.982406866020717e-05	0.03030614830758157	0.0005208248658523675	0.002199190892491886	0.9751569999999999	0.0	0.0025329280648429585	0.0	0.3556231003039514	0.0	0.6418439716312057	0.0	0.0	2450000	2500000	NotIntrogressed	48	No-peak	No-peak
OphioH327chr_1	2525000	7.817150068356294e-05	0.033611566569028806	0.000339199780896016	0.0008420028085048584	0.975266	0.0012526096033402922	0.0029227557411273487	0.0	0.3582463465553236	0.0	0.6375782881002088	0.0	0.0	2500000	2550000	NotIntrogressed	49	No-peak	No-peak
OphioH327chr_1	2575000	5.884073241643813e-05	0.03131983091910298	0.0003165871157409376	0.0007415322668316387	0.9782299999999999	0.00048638132295719845	0.003404669260700389	0.0	0.35943579766536965	0.0	0.6366731517509727	0.0	0.0	2550000	2600000	NotIntrogressed	50	No-peak	No-peak
OphioH327chr_1	2625000	0.00010653740242178376	0.02854983641160194	0.0004944162206537454	0.0006375154003444933	0.977427	0.0016051364365971107	0.006955591225254147	0.0	0.37720706260032105	0.0	0.6142322097378277	0.0	0.0	2600000	2650000	NotIntrogressed	51	No-peak	No-peak
OphioH327chr_1	2675000	0.0007655958554554063	0.032694320909189084	0.004205829843543696	0.002114149519853441	0.965442	0.00044464206313917296	0.004891062694530902	0.0	0.4179635393508226	0.0	0.5762561138283682	0.00044464206313917296	0.0	2650000	2700000	NotIntrogressed	52	Undetermined	Undetermined
OphioH327chr_1	2725000	0.0009771305025658792	0.03294532676826651	0.0053088837076300036	0.002695246211349987	0.965484	0.0018001800180018	0.0049504950495049506	0.0	0.3942394239423943	0.0	0.5985598559855986	0.00045004500450045	0.0	2700000	2750000	NotIntrogressed	53	Undetermined	Peak
OphioH327chr_1	2775000	0.0002032965210248801	0.030810220973790582	0.0009053276227924328	0.001457634888687723	0.9784219999999999	0.00065359477124183	0.005882352941176471	0.0	0.3954248366013072	0.0	0.5980392156862745	0.0	0.0	2750000	2800000	NotIntrogressed	54	No-peak	No-peak
OphioH327chr_1	2825000	0.00024376422063531153	0.03176204445301267	0.0013853126533516086	0.0014071692670926876	0.97546	0.0004793863854266538	0.0071907957813998075	0.0	0.3552253116011505	0.0	0.637104506232023	0.0	0.0	2800000	2850000	NotIntrogressed	55	No-peak	No-peak
OphioH327chr_1	2875000	6.104038562296971e-05	0.033745462886075	0.0003084398175983735	0.0013663107285694105	0.980024	0.00045787545787545793	0.002289377289377289	0.0	0.3649267399267399	0.0	0.6323260073260073	0.0	0.0	2850000	2900000	NotIntrogressed	56	No-peak	No-peak
OphioH327chr_1	2925000	8.425352852094902e-05	0.03127406795099078	0.00045784086784839405	0.002506801955876469	0.975126	0.0	0.0029486099410278013	0.0	0.3529907329401853	0.0	0.6440606571187869	0.0	0.0	2900000	2950000	NotIntrogressed	57	No-peak	No-peak
OphioH327chr_1	2975000	0.00015154074835526315	0.030752181002410083	0.0005401785649060672	0.0008730019207883871	0.979032	0.0019212295869356388	0.0019212295869356388	0.0	0.33429394812680113	0.0	0.6618635926993276	0.0	0.0	2950000	3000000	NotIntrogressed	58	No-peak	No-peak
OphioH327chr_1	3025000	0.00011060160345359236	0.032153370010886445	0.00034512229813980745	0.0017045404437714493	0.9737389999999999	0.0013464991023339318	0.0013464991023339318	0.0	0.3384201077199282	0.0	0.6588868940754039	0.0	0.0	3000000	3050000	NotIntrogressed	59	No-peak	No-peak
OphioH327chr_1	3075000	5.692118847295045e-05	0.032050905069551223	0.00019777273123998607	0.00115669374411978	0.975442	0.0	0.0009149130832570906	0.0	0.38838060384263495	0.0	0.610704483074108	0.0	0.0	3050000	3100000	NotIntrogressed	60	No-peak	No-peak
OphioH327chr_1	3125000	1.3748462862764385e-05	0.029671235422042887	0.00010711010207222353	0.0008915664901074324	0.977931	0.0005307855626326964	0.0	0.0	0.3710191082802548	0.0	0.6284501061571125	0.0	0.0	3100000	3150000	NotIntrogressed	61	No-peak	No-peak
OphioH327chr_1	3175000	3.1037964254024596e-05	0.03007493838058412	0.00014068301777593758	0.0004168763931346357	0.979352	0.0027739251040221915	0.0009246417013407304	0.0	0.3892741562644475	0.0	0.6070272769301895	0.0	0.0	3150000	3200000	NotIntrogressed	62	No-peak	No-peak
OphioH327chr_1	3225000	6.746580647791435e-05	0.030324718865871486	0.0002431231612312269	0.0008170591678789643	0.977512	0.0	0.0008845643520566123	0.0	0.38522777532065455	0.0	0.6138876603272888	0.0	0.0	3200000	3250000	NotIntrogressed	63	No-peak	No-peak
OphioH327chr_1	3275000	0.00014716949915127714	0.031054632300527813	0.0005627752429650023	0.0005889130718253095	0.973404	0.0004723665564478035	0.0033065658951346244	0.0	0.3632498819083609	0.0	0.6329711856400567	0.0	0.0	3250000	3300000	NotIntrogressed	64	No-peak	No-peak
OphioH327chr_1	3325000	0.0001273554343179366	0.0306431283592305	0.0005076473253559972	0.000792098416360272	0.976158	0.0004821600771456124	0.004821600771456124	0.0	0.3616200578592093	0.0	0.6321118611378977	0.0009643201542912248	0.0	3300000	3350000	NotIntrogressed	65	No-peak	No-peak
OphioH327chr_1	3375000	0.00010226396161468655	0.03244158907157727	0.0004302215754411318	0.0006864936745445183	0.966766	0.0	0.0034096444227959084	0.0	0.3750608865075499	0.0	0.6215294690696541	0.0	0.0	3350000	3400000	NotIntrogressed	66	No-peak	No-peak
OphioH327chr_1	3425000	6.954984558369365e-05	0.03021911336162283	0.0003311571200656373	0.0005466231397459803	0.97839	0.0	0.003146303093864709	0.0	0.36234923964341903	0.0	0.6345044572627163	0.0	0.0	3400000	3450000	NotIntrogressed	67	No-peak	No-peak
OphioH327chr_1	3475000	7.926872237055194e-05	0.03166142777765542	0.00031561461056360643	0.0008726255451627081	0.9716969999999999	0.001422475106685633	0.002370791844476055	0.0	0.3812233285917496	0.0	0.6149834044570887	0.0	0.0	3450000	3500000	NotIntrogressed	68	No-peak	No-peak
OphioH327chr_1	3525000	0.0001904289500333972	0.032119192771831395	0.0007555066452150139	0.0007708793584069207	0.973309	0.0009765625	0.00537109375	0.0	0.39501953125	0.0	0.59814453125	0.00048828125	0.0	3500000	3550000	NotIntrogressed	69	No-peak	No-peak
OphioH327chr_1	3575000	0.000248213469669865	0.028556397904980664	0.0008822754107126508	0.0014979872725184086	0.976582	0.002060793405461102	0.005667181865018032	0.0	0.351365275631118	0.0	0.6409067490984028	0.0	0.0	3550000	3600000	NotIntrogressed	70	No-peak	No-peak
OphioH327chr_1	3625000	0.00021821116351539141	0.030632778687287573	0.0007744954019732175	0.0009420104144531422	0.9727469999999999	0.00048402710551790896	0.006292352371732818	0.0	0.35237173281703776	0.0	0.6408518877057116	0.0	0.0	3600000	3650000	NotIntrogressed	71	No-peak	No-peak
OphioH327chr_1	3675000	0.00013818711266160477	0.029626548570849176	0.00046310764551496975	0.0005243565996361247	0.9749950000000001	0.0020865936358894104	0.004173187271778821	0.0	0.3688054251434533	0.0	0.6244131455399061	0.0005216484089723526	0.0	3650000	3700000	NotIntrogressed	72	No-peak	No-peak
OphioH327chr_1	3725000	0.00016347565481227683	0.03123132045713585	0.0005739885166234057	0.000699001861975191	0.970675	0.0	0.008137865007180469	0.0	0.4073719483006223	0.0	0.5844901866921972	0.0	0.0	3700000	3750000	NotIntrogressed	73	No-peak	No-peak
OphioH327chr_1	3775000	0.00013328519311117906	0.030968898416529368	0.00037614832544144607	0.001445300828914726	0.9746100000000001	0.0013452914798206279	0.0026905829596412557	0.0	0.3668161434977579	0.0	0.6291479820627802	0.0	0.0	3750000	3800000	NotIntrogressed	74	No-peak	No-peak
OphioH327chr_1	3825000	6.117933642199739e-05	0.029378291752386192	0.0002487457368215815	0.000706779795522458	0.975891	0.001075268817204301	0.002150537634408602	0.0	0.3811827956989247	0.0	0.6155913978494624	0.0	0.0	3800000	3850000	NotIntrogressed	75	No-peak	No-peak
OphioH327chr_1	3875000	0.00013888652686009772	0.03124872051412355	0.0004597643894267657	0.0008983357926562977	0.968161	0.0	0.003581020590868397	0.0	0.3760071620411817	0.0	0.6204118173679498	0.0	0.0	3850000	3900000	NotIntrogressed	76	No-peak	No-peak
OphioH327chr_1	3925000	3.559885756403169e-05	0.030133925048634668	0.00011126709352470056	0.000548007527240987	0.972857	0.0009478672985781992	0.0004739336492890995	0.0	0.3876777251184834	0.0	0.6109004739336493	0.0	0.0	3900000	3950000	NotIntrogressed	77	No-peak	No-peak
OphioH327chr_1	3975000	0.00010075254686226569	0.02988601141904657	0.00038119181585738416	0.0041951099334432895	0.9760790000000001	0.0014605647517039922	0.0029211295034079843	0.0	0.4079844206426485	0.0	0.5876338851022396	0.0	0.0	3950000	4000000	NotIntrogressed	78	No-peak	No-peak
OphioH327chr_1	4025000	8.535809289083415e-05	0.03172211515647975	0.0002964251596601437	0.0005771865032421443	0.9771479999999999	0.0009062075215224287	0.0031717263253285004	0.0	0.3072043497961033	0.0	0.6887177163570458	0.0	0.0	4000000	4050000	NotIntrogressed	79	No-peak	No-peak
OphioH327chr_1	4075000	7.598916007036059e-05	0.03828991888710516	0.00031265895149574515	0.0010927443692408075	0.9733139999999999	0.0004208754208754209	0.0037878787878787884	0.0	0.3682659932659933	0.0	0.6275252525252525	0.0	0.0	4050000	4100000	NotIntrogressed	80	No-peak	No-peak
OphioH327chr_1	4125000	5.158835514293516e-05	0.03724674941473221	0.00018002191130031493	0.0006337390426920819	0.972929	0.0004032258064516129	0.0016129032258064516	0.0	0.3814516129032258	0.0	0.6165322580645162	0.0	0.0	4100000	4150000	NotIntrogressed	81	No-peak	No-peak
OphioH327chr_1	4175000	7.588547258485639e-05	0.02972372503053452	0.00026561727049369195	0.0007358451446193075	0.9808540000000001	0.0015267175572519086	0.0015267175572519086	0.0	0.3765903307888041	0.0	0.6203562340966922	0.0	0.0	4150000	4200000	NotIntrogressed	82	No-peak	No-peak
OphioH327chr_1	4225000	7.742597960714358e-05	0.029910373210736724	0.0002450132813398199	0.0006501325091725866	0.9756969999999999	0.0009689922480620156	0.0019379844961240308	0.0	0.3716085271317829	0.0	0.625484496124031	0.0	0.0	4200000	4250000	NotIntrogressed	83	No-peak	No-peak
OphioH327chr_1	4275000	0.00013108919019010778	0.03275027308731547	0.0003681769124727085	0.0019029235754335144	0.972403	0.0012526096033402922	0.0025052192066805845	0.0	0.3678496868475992	0.0	0.6283924843423799	0.0	0.0	4250000	4300000	NotIntrogressed	84	No-peak	No-peak
OphioH327chr_1	4325000	7.050934263152497e-05	0.0291684036745613	0.00029551168021219927	0.0017868169500003285	0.974578	0.0015282730514518596	0.0025471217524197657	0.0	0.35201222618441164	0.0	0.6439123790117167	0.0	0.0	4300000	4350000	NotIntrogressed	85	No-peak	No-peak
OphioH327chr_1	4375000	0.0002140880034223553	0.031067873564297625	0.0008076513337810147	0.0008570455736386231	0.9716450000000001	0.0009033423667570008	0.0040650406504065045	0.0	0.34462511291779585	0.0	0.6504065040650406	0.0	0.0	4350000	4400000	NotIntrogressed	86	No-peak	No-peak
OphioH327chr_1	4425000	0.0004971484678815026	0.029315145802567	0.002057661671185251	0.003646552577946368	0.960304	0.0014713094654242274	0.004413928396272682	0.0	0.3653751839136832	0.0	0.6287395782246199	0.0	0.0	4400000	4450000	NotIntrogressed	87	No-peak	No-peak
OphioH327chr_1	4475000	7.819523615635179e-05	0.02977953871385557	0.000438830034255889	0.002512880501179233	0.9757020000000001	0.0005025125628140704	0.0020100502512562816	0.0	0.3688442211055276	0.0	0.628643216080402	0.0	0.0	4450000	4500000	NotIntrogressed	88	No-peak	No-peak
OphioH327chr_1	4525000	7.412006744669038e-05	0.032500896264497994	0.00048056460679737645	0.0019286064847416644	0.969389	0.0	0.002065262288310616	0.0	0.3932259396943412	0.0	0.6047087980173482	0.0	0.0	4500000	4550000	NotIntrogressed	89	No-peak	No-peak
OphioH327chr_1	4575000	5.984706874909974e-05	0.034215173834899665	0.0002361644541639571	0.0012352248432658133	0.969039	0.0008230452674897119	0.0008230452674897119	0.0	0.3872427983539095	0.0	0.6106995884773663	0.000411522633744856	0.0	4550000	4600000	NotIntrogressed	90	No-peak	No-peak
OphioH327chr_1	4625000	6.83057305301047e-05	0.03251414592116995	0.00028196108477913847	0.0011178770426133304	0.9709479999999999	0.0004539264639128461	0.0040853381752156154	0.0	0.3635950975941897	0.0	0.6318656377666818	0.0	0.0	4600000	4650000	NotIntrogressed	91	No-peak	No-peak
OphioH327chr_1	4675000	0.00012272798004143938	0.03395189011037205	0.0004224818142281227	0.0008934496711775307	0.9661370000000001	0.00044642857142857136	0.004464285714285714	0.0	0.36607142857142855	0.0	0.6290178571428572	0.0	0.0	4650000	4700000	NotIntrogressed	92	No-peak	No-peak
OphioH327chr_1	4725000	5.7865790290860154e-05	0.033830876203703765	0.00018028807416792952	0.0006661307375788098	0.9768209999999999	0.00133630289532294	0.0022271714922049	0.0	0.3888641425389755	0.0	0.6075723830734967	0.0	0.0	4700000	4750000	NotIntrogressed	93	No-peak	No-peak
OphioH327chr_1	4775000	3.3375033904316805e-05	0.03429066008973925	0.00016095940100450663	0.0007416066263692473	0.9706530000000001	0.0008385744234800838	0.0	0.0	0.3417190775681342	0.0	0.6574423480083857	0.0	0.0	4750000	4800000	NotIntrogressed	94	No-peak	No-peak
OphioH327chr_1	4825000	5.81656214188978e-05	0.032726787096395475	0.00027875761588696515	0.00078590171036978	0.970725	0.00046838407494145194	0.0018735362997658077	0.0	0.3494145199063232	0.0	0.6482435597189695	0.0	0.0	4800000	4850000	NotIntrogressed	95	No-peak	No-peak
OphioH327chr_1	4875000	4.958262973042124e-05	0.0330071999309081	0.0002475510840689413	0.0006933256871702371	0.975875	0.0009940357852882703	0.0019880715705765406	0.0	0.3807157057654075	0.0	0.6158051689860835	0.0	0.0004970178926441351	4850000	4900000	NotIntrogressed	96	No-peak	No-peak
OphioH327chr_1	4925000	3.776361989832671e-05	0.030290138012289813	0.00018551778274937745	0.0006503307927258584	0.978037	0.0014367816091954025	0.0023946360153256703	0.0	0.3481800766283525	0.0	0.6479885057471264	0.0	0.0	4900000	4950000	NotIntrogressed	97	No-peak	No-peak
